%time;field.header.seq;field.header.stamp;field.header.frame_id;field.pose.pose.position.x;field.pose.pose.position.y;field.pose.pose.position.z;field.pose.pose.orientation.x;field.pose.pose.orientation.y;field.pose.pose.orientation.z;field.pose.pose.orientation.w;field.pose.covariance0;field.pose.covariance1;field.pose.covariance2;field.pose.covariance3;field.pose.covariance4;field.pose.covariance5;field.pose.covariance6;field.pose.covariance7;field.pose.covariance8;field.pose.covariance9;field.pose.covariance10;field.pose.covariance11;field.pose.covariance12;field.pose.covariance13;field.pose.covariance14;field.pose.covariance15;field.pose.covariance16;field.pose.covariance17;field.pose.covariance18;field.pose.covariance19;field.pose.covariance20;field.pose.covariance21;field.pose.covariance22;field.pose.covariance23;field.pose.covariance24;field.pose.covariance25;field.pose.covariance26;field.pose.covariance27;field.pose.covariance28;field.pose.covariance29;field.pose.covariance30;field.pose.covariance31;field.pose.covariance32;field.pose.covariance33;field.pose.covariance34;field.pose.covariance35
258166000000;32;258166000000;map;11.3451679105;-0.0345668724228;0.0;0.0;0.0;-0.00168938576189;0.999998572987;0.0144344613106;-2.20709296679e-05;0.00240393179987;0.0;0.0;0.0;0.0;0.0;0.000706033214538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
258550000000;33;258550000000;map;11.5476317416;-0.0346243035741;0.0;0.0;0.0;-0.00151439343796;0.999998853306;0.0123924506346;-2.7400619769e-05;0.00234230804521;0.0;0.0;0.0;0.0;0.0;0.000694560513026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
258918000000;34;258918000000;map;11.751230644;-0.0359063282628;0.0;0.0;0.0;-0.00142334781663;0.99999898704;0.011314706379;-1.79052159674e-05;0.00223717631254;0.0;0.0;0.0;0.0;0.0;0.000722069833763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
259380000000;35;259380000000;map;11.9541180413;-0.0374017054266;0.0;0.0;0.0;-0.00142752112524;0.999998981091;0.0108840273434;2.37764053816e-05;0.00219071867268;0.0;0.0;0.0;0.0;0.0;0.000728871711661;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
259715000000;36;259715000000;map;12.1587652862;-0.0382154852271;0.0;0.0;0.0;-0.00132018288575;0.999999128558;0.00969843551246;-7.5403641542e-05;0.0021437538458;0.0;0.0;0.0;0.0;0.0;0.000766110268988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
260166000000;37;260166000000;map;12.3695360024;-0.0385080015489;0.0;0.0;0.0;-0.00161021449995;0.999998703604;0.00893972254909;-0.000112088706023;0.0021033403688;0.0;0.0;0.0;0.0;0.0;0.000813356569402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
260615000000;38;260615000000;map;12.5699580238;-0.0394685337404;0.0;0.0;0.0;-0.00154095102053;0.999998812734;0.00827760136701;-4.30463419511e-05;0.00208412406899;0.0;0.0;0.0;0.0;0.0;0.000793648102954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
260953000000;39;260953000000;map;12.7742626763;-0.0401756677156;0.0;0.0;0.0;-0.00102344891631;0.999999476276;0.00791469502028;-0.000100854471978;0.00203551246129;0.0;0.0;0.0;0.0;0.0;0.000783870849191;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
261389000000;40;261389000000;map;12.9879707605;-0.0401386232352;0.0;0.0;0.0;-0.000916901099005;0.999999579646;0.00776283231733;-0.000103846707148;0.00196073786936;0.0;0.0;0.0;0.0;0.0;0.000829752912267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
261878000000;41;261878000000;map;13.1888291473;-0.0415126417684;0.0;0.0;0.0;-0.00108997958623;0.999999405972;0.00778860083955;-0.000126291065471;0.00191317289022;0.0;0.0;0.0;0.0;0.0;0.000808129618024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
