%time,field.x,field.y,field.z,field.w
1521813188802077054,2.05560582536e-06,-2.08906644106e-06,-0.707141973018,0.707071587598
1521813188802607059,2.05560731664e-06,-2.08906815568e-06,-0.707141973001,0.707071587615
1521813188802831888,2.05560880678e-06,-2.08906986861e-06,-0.707141972984,0.707071587632
1521813188802979946,2.05561029527e-06,-2.08907157974e-06,-0.707141972967,0.707071587649
1521813188804641008,2.05561178221e-06,-2.08907328921e-06,-0.70714197295,0.707071587666
1521813188805039882,2.05561326778e-06,-2.08907499706e-06,-0.707141972933,0.707071587683
1521813188805238008,2.05561475194e-06,-2.08907670311e-06,-0.707141972916,0.7070715877
1521813188805387973,2.0556162344e-06,-2.08907840764e-06,-0.707141972899,0.707071587717
1521813188806613922,2.05561771553e-06,-2.08908011034e-06,-0.707141972882,0.707071587734
1521813188812252998,2.05561919531e-06,-2.08908181127e-06,-0.707141972865,0.707071587751
1521813188812766075,2.0556206733e-06,-2.08908351064e-06,-0.707141972848,0.707071587768
1521813188812877893,2.05562215018e-06,-2.08908520843e-06,-0.707141972831,0.707071587785
1521813188820333003,2.05562362527e-06,-2.08908690431e-06,-0.707141972814,0.707071587801
1521813188822124958,2.05562509923e-06,-2.08908859871e-06,-0.707141972797,0.707071587818
1521813188822257041,2.05562657145e-06,-2.08909029132e-06,-0.70714197278,0.707071587835
1521813188822336912,2.05562804234e-06,-2.08909198219e-06,-0.707141972763,0.707071587852
1521813188822407960,2.05562951175e-06,-2.08909367143e-06,-0.707141972746,0.707071587869
1521813188822479963,2.05563097971e-06,-2.0890953591e-06,-0.707141972729,0.707071587886
1521813188825382947,2.05563244607e-06,-2.08909704504e-06,-0.707141972712,0.707071587903
1521813188843339920,2.05563391111e-06,-2.08909872925e-06,-0.707141972695,0.70707158792
1521813188958328962,2.05563537462e-06,-2.08910041183e-06,-0.707141972678,0.707071587937
1521813188987351894,2.0556368366e-06,-2.08910209274e-06,-0.707141972661,0.707071587954
1521813189008483886,2.0556382974e-06,-2.08910377196e-06,-0.707141972644,0.707071587971
1521813189051016092,-4.80758132453e-07,-4.77359051305e-06,-0.707142707602,0.70707085293
1521813189064173936,-5.81873636417e-07,-4.84256448483e-06,-0.707143472274,0.707070088178
1521813189096801042,-5.7293629015e-07,-4.84688603144e-06,-0.707143702864,0.707069857564
1521813189139236927,-5.70028274568e-07,-4.84810705732e-06,-0.70714378025,0.70706978017
1521813189143405914,-5.69301842211e-07,-4.84816466414e-06,-0.707143807514,0.707069752904
1521813189147442102,-5.6953315072e-07,-4.84752506464e-06,-0.707143818167,0.707069742249
1521813189174249887,-5.70425230782e-07,-4.84619613169e-06,-0.707143823232,0.707069737183
1521813189175539016,-5.72003280486e-07,-4.84401453557e-06,-0.707143826334,0.707069734081
1521813189187789916,-5.74411875064e-07,-4.84074340999e-06,-0.707143828642,0.707069731773
1521813189190834999,-5.77842181494e-07,-4.83611213753e-06,-0.707143830506,0.707069729909
1521813189216645956,-5.82499609599e-07,-4.82984053899e-06,-0.707143831992,0.707069728423
1521813189217737913,-5.88581963887e-07,-4.82166177964e-06,-0.707143833068,0.707069727347
1521813189217861890,-5.96257967725e-07,-4.81134900623e-06,-0.707143833663,0.707069726752
1521813189256525039,-6.05642883321e-07,-4.79874726466e-06,-0.707143833692,0.707069726723
1521813189293809890,2.0219861264e-06,-2.0463785601e-06,-0.707142491441,0.707071069123
1521813189334805965,1.99491791196e-06,-2.02492058319e-06,-0.707142157138,0.707071403459
1521813189335269927,1.97626680432e-06,-2.00898791079e-06,-0.707142047058,0.707071513551
1521813189335403919,1.9607044505e-06,-1.99445345726e-06,-0.707142009513,0.7070715511
1521813189379069089,1.94633123365e-06,-1.98054250102e-06,-0.707141995843,0.707071564771
1521813189400348901,1.93273207624e-06,-1.96721368533e-06,-0.707141990092,0.707071570522
1521813189437908887,1.91997215644e-06,-1.95465354301e-06,-0.707141987017,0.707071573598
1521813189503835916,1.90826200951e-06,-1.94311029463e-06,-0.707141984904,0.707071575711
1521813189542247056,1.897842665e-06,-1.93283509832e-06,-0.707141983212,0.707071577403
1521813189542349100,1.88894369115e-06,-1.92405877892e-06,-0.707141981785,0.707071578831
1521813189542439937,1.88176585944e-06,-1.91698074056e-06,-0.707141980589,0.707071580027
1521813189542527914,1.87647254068e-06,-1.91176248017e-06,-0.70714197963,0.707071580986
1521813189583551883,1.87318463742e-06,-1.90852325188e-06,-0.707141978924,0.707071581692
1521813189625288963,1.87197737519e-06,-1.90733712591e-06,-0.707141978484,0.707071582132
1521813189662077903,1.87287843555e-06,-1.908231223e-06,-0.70714197832,0.707071582296
1521813189662242889,1.87586727383e-06,-1.91118506945e-06,-0.707141978436,0.70707158218
1521813189662322044,1.88087557473e-06,-1.91613105706e-06,-0.707141978829,0.707071581787
1521813189704566955,1.8877888102e-06,-1.92295598798e-06,-0.707141979489,0.707071581126
1521813189704890966,1.89644885972e-06,-1.93150366314e-06,-0.707141980403,0.707071580212
1521813189741957902,1.90665762818e-06,-1.94157845632e-06,-0.70714198155,0.707071579066
1521813189782974958,1.91818157978e-06,-1.95294979138e-06,-0.707141982902,0.707071577713
1521813189783318042,1.93075708217e-06,-1.96535741774e-06,-0.707141984431,0.707071576184
1521813189830168008,1.94409644004e-06,-1.97851736775e-06,-0.7071419861,0.707071574515
1521813189836191892,1.95789447811e-06,-1.99212845455e-06,-0.707141987872,0.707071572743
1521813189875328063,1.97183552535e-06,-2.005879166e-06,-0.707141989706,0.707071570908
1521813189915606975,1.98560063801e-06,-2.01945479341e-06,-0.707141991561,0.707071569053
1521813189916287899,1.99887489855e-06,-2.03254463536e-06,-0.707141993394,0.70707156722
1521813189955207109,2.01135462183e-06,-2.04484910797e-06,-0.707141995163,0.70707156545
1521813189955553054,2.02275430442e-06,-2.05608660201e-06,-0.707141996829,0.707071563784
1521813190002183914,2.03281315813e-06,-2.06599992781e-06,-0.707141998353,0.70707156226
1521813190042064905,2.04130107789e-06,-2.07436220189e-06,-0.707141999701,0.707071560912
1521813190083148956,2.04802390766e-06,-2.08098203836e-06,-0.707142000842,0.707071559771
1521813190083560943,2.0528278837e-06,-2.08570792985e-06,-0.707142001749,0.707071558863
1521813190083689928,2.05560315381e-06,-2.08843171457e-06,-0.707142002403,0.707071558209
1521813190121926069,2.05628629204e-06,-2.08909105026e-06,-0.707142002789,0.707071557823
1521813190130592107,2.05486175049e-06,-2.0876708412e-06,-0.707142002898,0.707071557715
1521813190171094894,2.0513622155e-06,-2.08420358292e-06,-0.707142002727,0.707071557885
1521813190209953069,2.04586786073e-06,-2.07876861807e-06,-0.707142002282,0.707071558331
1521813190210063934,2.0385045126e-06,-2.07149031935e-06,-0.707142001571,0.707071559042
1521813190256100893,2.02944077125e-06,-2.0625352437e-06,-0.707142000612,0.707071560001
1521813190260371923,2.01888415239e-06,-2.05210831907e-06,-0.707141999427,0.707071561186
1521813190322120904,2.00707633867e-06,-2.04044815562e-06,-0.707141998043,0.70707156257
1521813190363173961,1.99428764843e-06,-2.02782158406e-06,-0.707141996492,0.707071564122
1521813190363370895,1.98081084929e-06,-2.01451754992e-06,-0.70714199481,0.707071565804
1521813190406361103,1.96695445766e-06,-2.00084050071e-06,-0.707141993035,0.707071567579
1521813190406605958,1.95303567766e-06,-1.98710341977e-06,-0.707141991208,0.707071569406
1521813190445882081,1.93937314178e-06,-1.97362066317e-06,-0.707141989371,0.707071571243
1521813190445990085,1.92627961754e-06,-1.96070076745e-06,-0.707141987567,0.707071573048
1521813190486850976,1.91405484981e-06,-1.94863938821e-06,-0.707141985837,0.707071574778
1521813190487190008,1.90297870002e-06,-1.93771253514e-06,-0.70714198422,0.707071576395
1521813190526695013,1.89330474115e-06,-1.9281702557e-06,-0.707141982754,0.707071577861
1521813190530641078,1.88525445509e-06,-1.92023091278e-06,-0.707141981473,0.707071579142
1521813190570796966,1.87901216283e-06,-1.91407618816e-06,-0.707141980406,0.707071580209
1521813190611732959,1.87472080754e-06,-1.90984692387e-06,-0.707141979578,0.707071581037
1521813190652075052,1.87247868227e-06,-1.90763989931e-06,-0.707141979008,0.707071581608
1521813190652600049,1.87233718231e-06,-1.90750561546e-06,-0.707141978709,0.707071581907
1521813190690263986,1.87429962839e-06,-1.90944713916e-06,-0.707141978689,0.707071581927
1521813190690403938,1.87832119228e-06,-1.91342003193e-06,-0.707141978947,0.707071581669
1521813190729815006,1.88430992257e-06,-1.91933336638e-06,-0.707141979478,0.707071581137
1521813190738434076,1.89212884981e-06,-1.92705180675e-06,-0.707141980271,0.707071580344
1521813190775002956,1.90159912165e-06,-1.93639870532e-06,-0.707141981307,0.707071579308
1521813190814059972,1.91250409597e-06,-1.94716014485e-06,-0.707141982563,0.707071578052
1521813190814187049,1.92459429912e-06,-1.95908983401e-06,-0.707141984011,0.707071576604
1521813190853938102,1.93759313501e-06,-1.9719147436e-06,-0.707141985617,0.707071574998
1521813190860105991,1.95120321488e-06,-1.98534135541e-06,-0.707141987344,0.70707157327
1521813190902512073,1.9651131627e-06,-1.99906237948e-06,-0.707141989154,0.70707157146
1521813190938488006,1.97900474052e-06,-2.01276378729e-06,-0.707141991006,0.707071569608
