%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z,field.twist.covariance0,field.twist.covariance1,field.twist.covariance2,field.twist.covariance3,field.twist.covariance4,field.twist.covariance5,field.twist.covariance6,field.twist.covariance7,field.twist.covariance8,field.twist.covariance9,field.twist.covariance10,field.twist.covariance11,field.twist.covariance12,field.twist.covariance13,field.twist.covariance14,field.twist.covariance15,field.twist.covariance16,field.twist.covariance17,field.twist.covariance18,field.twist.covariance19,field.twist.covariance20,field.twist.covariance21,field.twist.covariance22,field.twist.covariance23,field.twist.covariance24,field.twist.covariance25,field.twist.covariance26,field.twist.covariance27,field.twist.covariance28,field.twist.covariance29,field.twist.covariance30,field.twist.covariance31,field.twist.covariance32,field.twist.covariance33,field.twist.covariance34,field.twist.covariance35
49480000000,2449,49480000000,odom,base_link,2.01483298327e-05,1.66317314863e-09,0.0,0.0,0.0,4.19033234795e-05,0.999999999122,2.45033151161,-2.77652712722e-14,0.0,0.0,0.0,-2.13408788668e-09,-2.77652712499e-14,2.45033151195,0.0,0.0,0.0,2.57423499319e-05,0.0,0.0,4.99791811249e-07,-3.89190060283e-30,-5.76316358128e-22,0.0,0.0,0.0,-3.89190060283e-30,4.99583911198e-07,8.19910609033e-37,0.0,0.0,0.0,-5.76316358128e-22,-8.19931083659e-37,4.99583911198e-07,0.0,-2.13408788668e-09,2.57423499319e-05,0.0,0.0,0.0,2.93880001139,2.49676098559e-07,0.0,0.0,0.0,0.0,-1.37762141591e-07,0.00102524672117,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524672117,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.32997184975e-35,-1.58695257243e-31,0.0,0.0,0.0,-1.32997184975e-35,4.98755183289e-07,6.64031423876e-39,0.0,0.0,0.0,-1.58695257243e-31,-6.64031423876e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49500000000,2450,49500000000,odom,base_link,2.01533355599e-05,1.66359266161e-09,0.0,0.0,0.0,4.19019458708e-05,0.999999999122,2.45133196161,-2.77867307583e-14,0.0,0.0,0.0,-2.1353191115e-09,-2.77867307359e-14,2.45133196195,0.0,0.0,0.0,2.57570411869e-05,0.0,0.0,4.99791811249e-07,1.58997239249e-30,-5.77071839793e-22,0.0,0.0,0.0,1.58997239249e-30,4.99583911198e-07,-5.47101594717e-37,0.0,0.0,0.0,-5.77071839793e-22,5.47110418275e-37,4.99583911198e-07,0.0,-2.1353191115e-09,2.57570411869e-05,0.0,0.0,0.0,2.94000001139,2.5000472988e-07,0.0,0.0,0.0,0.0,3.6664326119e-07,0.00102524672071,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524672071,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.33167150094e-35,-1.58903287704e-31,0.0,0.0,0.0,-1.33167150094e-35,4.98755183289e-07,6.15921364236e-39,0.0,0.0,0.0,-1.58903287704e-31,-6.15921364236e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49520000000,2451,49520000000,odom,base_link,2.01583477339e-05,1.6640127011e-09,0.0,0.0,0.0,4.19056122915e-05,0.999999999122,2.45233241161,-2.78082302924e-14,0.0,0.0,0.0,-2.1365524095e-09,-2.780823027e-14,2.45233241195,0.0,0.0,0.0,2.57717576633e-05,0.0,0.0,4.99791811249e-07,-4.23712412443e-30,-5.778265926e-22,0.0,0.0,0.0,-4.23712412443e-30,4.99583911198e-07,8.20543767196e-37,0.0,0.0,0.0,-5.778265926e-22,-8.20566216671e-37,4.99583911198e-07,0.0,-2.1365524095e-09,2.57717576633e-05,0.0,0.0,0.0,2.94120001139,2.50333026264e-07,0.0,0.0,0.0,0.0,-1.02908008123e-07,0.00102524672025,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524672025,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.33352988491e-35,-1.59111117465e-31,0.0,0.0,0.0,-1.33352988491e-35,4.98755183289e-07,-4.28274173027e-39,0.0,0.0,0.0,-1.59111117465e-31,4.28274173027e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49540000000,2452,49540000000,odom,base_link,2.01633663498e-05,1.6644333172e-09,0.0,0.0,0.0,4.1904583214e-05,0.999999999122,2.45333286161,-2.78297712034e-14,0.0,0.0,0.0,-2.13778792903e-09,-2.78297711811e-14,2.45333286195,0.0,0.0,0.0,2.57864993585e-05,0.0,0.0,4.99791811249e-07,1.1908108956e-30,-5.78580624126e-22,0.0,0.0,0.0,1.1908108956e-30,4.99583911198e-07,6.14130774636e-37,0.0,0.0,0.0,-5.78580624126e-22,-6.14124696557e-37,4.99583911198e-07,0.0,-2.13778792903e-09,2.57864993585e-05,0.0,0.0,0.0,2.94240001139,2.50660991249e-07,0.0,0.0,0.0,0.0,-1.65602997726e-09,0.00102524671981,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524671981,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.33523729515e-35,-1.59318748614e-31,0.0,0.0,0.0,-1.33523729515e-35,4.98755183289e-07,-8.66265029792e-39,0.0,0.0,0.0,-1.59318748614e-31,8.66265029792e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49560000000,2453,49560000000,odom,base_link,2.01683914024e-05,1.66485446246e-09,0.0,0.0,0.0,4.19045666592e-05,0.999999999122,2.45433331161,-2.78513523063e-14,0.0,0.0,0.0,-2.13902553156e-09,-2.78513522839e-14,2.45433331195,0.0,0.0,0.0,2.58012662698e-05,0.0,0.0,4.99791811249e-07,1.91880695003e-32,-5.79333938977e-22,0.0,0.0,0.0,1.91880695003e-32,4.99583911198e-07,3.49517725849e-37,0.0,0.0,0.0,-5.79333938977e-22,-3.49517618948e-37,4.99583911198e-07,0.0,-2.13902553156e-09,2.58012662698e-05,0.0,0.0,0.0,2.94360001139,2.50988627078e-07,0.0,0.0,0.0,0.0,2.18480991075e-07,0.00102524671937,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524671937,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.33697505681e-35,-1.59526182418e-31,0.0,0.0,0.0,-1.33697505681e-35,4.98755183289e-07,2.69774935162e-39,0.0,0.0,0.0,-1.59526182418e-31,-2.69774935162e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49580000000,2454,49580000000,odom,base_link,2.01734228867e-05,1.6652761466e-09,0.0,0.0,0.0,4.19067514628e-05,0.999999999122,2.45533376162,-2.78729738892e-14,0.0,0.0,0.0,-2.14026524673e-09,-2.78729738669e-14,2.45533376195,0.0,0.0,0.0,2.58160583946e-05,0.0,0.0,4.99791811249e-07,-2.5347575286e-30,-5.8008653595e-22,0.0,0.0,0.0,-2.5347575286e-30,4.99583911198e-07,8.17873517136e-37,0.0,0.0,0.0,-5.8008653595e-22,-8.17887109661e-37,4.99583911198e-07,0.0,-2.14026524673e-09,2.58160583946e-05,0.0,0.0,0.0,2.94480001139,2.51315933456e-07,0.0,0.0,0.0,0.0,-3.13274748249e-08,0.00102524671895,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524671895,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.33878185319e-35,-1.59733418546e-31,0.0,0.0,0.0,-1.33878185319e-35,4.98755183289e-07,1.10543522179e-39,0.0,0.0,0.0,-1.59733418546e-31,-1.10543522179e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49600000000,2455,49600000000,odom,base_link,2.01784607975e-05,1.66569839133e-09,0.0,0.0,0.0,4.19064381802e-05,0.999999999122,2.45633421162,-2.78946365513e-14,0.0,0.0,0.0,-2.14150713954e-09,-2.78946365289e-14,2.45633421195,0.0,0.0,0.0,2.58308757303e-05,0.0,0.0,4.99791811249e-07,3.63923613284e-31,-5.80838415237e-22,0.0,0.0,0.0,3.63923613284e-31,4.99583911198e-07,-3.7613881158e-37,0.0,0.0,0.0,-5.80838415237e-22,3.7614029675e-37,4.99583911198e-07,0.0,-2.14150713954e-09,2.58308757303e-05,0.0,0.0,0.0,2.94600001139,2.51642910697e-07,0.0,0.0,0.0,0.0,-3.45192425492e-07,0.00102524671854,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524671854,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.34050707864e-35,-1.59940457051e-31,0.0,0.0,0.0,-1.34050707864e-35,4.98755183289e-07,-2.87716729442e-39,0.0,0.0,0.0,-1.59940457051e-31,2.87716729442e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49620000000,2456,49620000000,odom,base_link,2.01835051297e-05,1.66612117112e-09,0.0,0.0,0.0,4.19029862641e-05,0.999999999122,2.45733466162,-2.79163396712e-14,0.0,0.0,0.0,-2.14275113583e-09,-2.79163396488e-14,2.45733466195,0.0,0.0,0.0,2.58457182742e-05,0.0,0.0,4.99791811249e-07,4.0152062458e-30,-5.81589577721e-22,0.0,0.0,0.0,4.0152062458e-30,4.99583911198e-07,2.72763043796e-37,0.0,0.0,0.0,-5.81589577721e-22,-2.72741682167e-37,4.99583911198e-07,0.0,-2.14275113583e-09,2.58457182742e-05,0.0,0.0,0.0,2.94720001139,2.5196955941e-07,0.0,0.0,0.0,0.0,-2.4638559991e-08,0.00102524671814,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524671814,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.34212980983e-35,-1.60147298176e-31,0.0,0.0,0.0,-1.34212980983e-35,4.98755183289e-07,-1.30564374463e-39,0.0,0.0,0.0,-1.60147298176e-31,1.30564374463e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49640000000,2457,49640000000,odom,base_link,2.0188555878e-05,1.66654445385e-09,0.0,0.0,0.0,4.1902739887e-05,0.999999999122,2.45833511162,-2.79380824565e-14,0.0,0.0,0.0,-2.14399714203e-09,-2.79380824341e-14,2.45833511195,0.0,0.0,0.0,2.58605860235e-05,0.0,0.0,4.99791811249e-07,2.86960996748e-31,-5.8234002031e-22,0.0,0.0,0.0,2.86960996748e-31,4.99583911198e-07,9.88480642923e-37,0.0,0.0,0.0,-5.8234002031e-22,-9.88479583501e-37,4.99583911198e-07,0.0,-2.14399714203e-09,2.58605860235e-05,0.0,0.0,0.0,2.94840001139,2.5229587847e-07,0.0,0.0,0.0,0.0,3.15285611e-07,0.00102524671774,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524671774,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.34385370233e-35,-1.6035394107e-31,0.0,0.0,0.0,-1.34385370233e-35,4.98755183289e-07,-6.64827208623e-39,0.0,0.0,0.0,-1.6035394107e-31,6.64827208623e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
49660000000,2458,49660000000,odom,base_link,2.01936130377e-05,1.66696827139e-09,0.0,0.0,0.0,4.19058927446e-05,0.999999999122,2.45933556162,-2.79598657686e-14,0.0,0.0,0.0,-2.14524525305e-09,-2.79598657462e-14,2.45933556195,0.0,0.0,0.0,2.58754789758e-05,0.0,0.0,4.99791811249e-07,-3.6767960409e-30,-5.83089759467e-22,0.0,0.0,0.0,-3.6767960409e-30,4.99583911198e-07,2.74044186601e-37,0.0,0.0,0.0,-5.83089759467e-22,-2.74063708563e-37,4.99583911198e-07,0.0,-2.14524525305e-09,2.58754789758e-05,0.0,0.0,0.0,2.94960001139,2.52621875273e-07,0.0,0.0,0.0,0.0,3.79687152058e-07,0.00102524671736,0.0,0.0,0.0,0.0,0.0,0.0,0.00102524671736,0.0,0.0,0.0,0.0,0.0,0.0,4.9968782518e-07,-1.34568545742e-35,-1.60560390266e-31,0.0,0.0,0.0,-1.34568545742e-35,4.98755183289e-07,-7.93763190405e-39,0.0,0.0,0.0,-1.60560390266e-31,7.93763190405e-39,4.98755183289e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.99957501812e-10
