%time;field.data
44034000000;4.60517018599
45638000000;4.60517018599
66661000000;4.18526858961
72047000000;4.24187830745
77355000000;4.09326403908
82685000000;4.05345135867
93779000000;4.27599053713
101541000000;3.93969470984
107483000000;3.96042983975
112719000000;4.2540879493
118488000000;3.29687775942
124261000000;3.80138066886
129707000000;3.54073277377
135589000000;3.75908435811
141046000000;2.75585496891
147144000000;3.4241985361
154293000000;3.74772205247
162465000000;3.5074802877
