%time,field.x,field.y,field.z,field.w
1521814625619623899,0.0,0.0,0.000113285821899,0.999999993583
1521814625621303081,0.0,0.0,0.000113292059148,0.999999993582
1521814625626457929,0.0,0.0,0.000113297936231,0.999999993582
1521814625638714075,0.0,0.0,0.000113303582953,0.999999993581
1521814625639141082,0.0,0.0,0.000113310749232,0.99999999358
1521814625639447927,0.0,0.0,0.000113315750308,0.99999999358
1521814625639745950,0.0,0.0,0.000113324387397,0.999999993579
1521814625667953014,0.0,0.0,0.000113328123652,0.999999993578
1521814625668382883,0.0,0.0,0.000113335625827,0.999999993578
1521814625668565988,0.0,0.0,0.000113340279329,0.999999993577
1521814625668699979,0.0,0.0,0.000113346234864,0.999999993576
1521814625668812990,0.0,0.0,0.000113348955677,0.999999993576
1521814625674159049,0.0,0.0,0.00011335550633,0.999999993575
1521814625729523897,0.0,0.0,0.000113357223299,0.999999993575
1521814625736627101,0.0,0.0,0.000113361350627,0.999999993575
1521814625760917901,0.0,0.0,0.000113365396514,0.999999993574
1521814625785240888,0.0,0.0,0.000113368355882,0.999999993574
1521814625813831090,0.0,0.0,0.000113041282102,0.999999993611
1521814625816579103,0.0,0.0,0.000111854796518,0.999999993744
1521814625845700025,0.0,0.0,0.000111209889636,0.999999993816
1521814625886411905,0.0,0.0,0.000110959799089,0.999999993844
1521814625893022060,0.0,0.0,0.000110859724489,0.999999993855
1521814625897475004,0.0,0.0,0.000110811847023,0.99999999386
1521814625928746938,0.0,0.0,0.000110806450158,0.999999993861
1521814625930105924,0.0,0.0,0.000110804119855,0.999999993861
1521814625935487985,0.0,0.0,0.000110804313055,0.999999993861
1521814625941538095,0.0,0.0,0.00011080524563,0.999999993861
1521814625943212985,0.0,0.0,0.000110807704589,0.999999993861
1521814625961584091,0.0,0.0,0.000110811926782,0.99999999386
1521814626000570058,0.0,0.0,0.000110816561568,0.99999999386
1521814626012893915,0.0,0.0,0.000110818370814,0.99999999386
1521814626028129100,0.0,0.0,0.000110822293777,0.999999993859
1521814626059511899,0.0,0.0,0.000110827335109,0.999999993859
1521814626072676897,0.0,0.0,0.000110834058237,0.999999993858
1521814626092449903,0.0,0.0,0.000112652892268,0.999999993655
1521814626134427070,0.0,0.0,0.000112901917858,0.999999993627
1521814626137938976,0.0,0.0,0.000113224801199,0.99999999359
1521814626156933069,0.0,0.0,0.000113357359326,0.999999993575
1521814626172724962,0.0,0.0,0.000113416983964,0.999999993568
1521814626216897010,0.0,0.0,0.000113458493935,0.999999993564
1521814626217573881,0.0,0.0,0.000113465019138,0.999999993563
1521814626284656047,0.0,0.0,0.000113474784521,0.999999993562
1521814626318780899,0.0,0.0,0.000113488835326,0.99999999356
1521814626328612089,0.0,0.0,0.00011349636873,0.999999993559
1521814626330529928,0.0,0.0,0.00011350215636,0.999999993559
1521814626330998897,0.0,0.0,0.000113508671058,0.999999993558
1521814626351643085,0.0,0.0,0.000113516752725,0.999999993557
1521814626365310907,0.0,0.0,0.00011352431686,0.999999993556
1521814626436788082,0.0,0.0,0.000113526965318,0.999999993556
1521814626446152925,0.0,0.0,0.000113532406984,0.999999993555
1521814626469795942,0.0,0.0,0.000113539464014,0.999999993554
1521814626470566034,0.0,0.0,0.000113541900774,0.999999993554
1521814626478049993,0.0,0.0,0.000113549305221,0.999999993553
1521814626501385927,0.0,0.0,0.000113554832048,0.999999993553
1521814626520744085,0.0,0.0,0.000113560576746,0.999999993552
1521814626539378881,0.0,0.0,0.000113567759581,0.999999993551
1521814626559864044,0.0,0.0,0.000113574965183,0.99999999355
1521814626601212978,0.0,0.0,0.00011358011311,0.99999999355
1521814626602586984,0.0,0.0,0.000113581559911,0.99999999355
1521814626620434045,0.0,0.0,0.000113582502696,0.99999999355
1521814626662359952,0.0,0.0,0.000113585558848,0.999999993549
1521814626667804956,0.0,0.0,0.000113586008648,0.999999993549
1521814626690567970,0.0,0.0,0.000113589782674,0.999999993549
1521814626707302093,0.0,0.0,0.000113596374576,0.999999993548
1521814626726581096,0.0,0.0,0.000113598523473,0.999999993548
1521814626747801065,0.0,0.0,0.00011359901847,0.999999993548
1521814626766463994,0.0,0.0,0.00011360282367,0.999999993547
1521814626814147949,0.0,0.0,0.00011360520389,0.999999993547
1521814626817140102,0.0,0.0,0.000113609043438,0.999999993546
1521814626828634977,0.0,0.0,0.00011360955512,0.999999993546
1521814626886163949,0.0,0.0,0.000113611654794,0.999999993546
1521814626886251926,0.0,0.0,0.000113617221976,0.999999993546
1521814626890384912,0.0,0.0,0.000113620070987,0.999999993545
1521814626926295995,0.0,0.0,0.000113622246481,0.999999993545
1521814626939198017,0.0,0.0,0.000113626340526,0.999999993545
1521814626958687067,0.0,0.0,0.000113629707726,0.999999993544
1521814626987019062,0.0,0.0,0.000113636180478,0.999999993543
1521814627016146898,0.0,0.0,0.000113643317987,0.999999993543
1521814627017159938,0.0,0.0,0.000113647692247,0.999999993542
1521814627039112091,0.0,0.0,0.000113651060372,0.999999993542
1521814627078198909,0.0,0.0,0.000113654899832,0.999999993541
1521814627079552888,0.0,0.0,0.000113659909471,0.999999993541
1521814627130937099,0.0,0.0,0.000113667087225,0.99999999354
1521814627148962974,0.0,0.0,0.000113675466912,0.999999993539
1521814627149501085,0.0,0.0,0.000113682688321,0.999999993538
1521814627162559032,0.0,0.0,0.000113690622885,0.999999993537
1521814627228255033,0.0,0.0,0.000113694480223,0.999999993537
1521814627228586912,0.0,0.0,0.000113704097842,0.999999993536
1521814627228898048,0.0,0.0,0.000113710605843,0.999999993535
1521814627253623008,0.0,0.0,0.000113714781474,0.999999993534
1521814627272080898,0.0,0.0,0.000113727966302,0.999999993533
1521814627295530080,0.0,0.0,0.000113735031596,0.999999993532
1521814627311583995,0.0,0.0,0.000113741789833,0.999999993531
1521814627344307899,0.0,0.0,0.000113747632732,0.999999993531
1521814627376069068,0.0,0.0,0.00011375744747,0.99999999353
1521814627380440950,0.0,0.0,0.000113763845672,0.999999993529
1521814627393430948,0.0,0.0,0.000113769297053,0.999999993528
1521814627452527046,0.0,0.0,0.000113772754977,0.999999993528
1521814627453090906,0.0,0.0,0.000113774904619,0.999999993528
1521814627460509061,0.0,0.0,0.000113780020684,0.999999993527
1521814627483438968,0.0,0.0,0.000113784644696,0.999999993527
1521814627503562927,0.0,0.0,0.000113788903507,0.999999993526
1521814627528358936,0.0,0.0,0.00011379206097,0.999999993526
1521814627541292905,0.0,0.0,0.000113796747482,0.999999993525
1521814627566504001,0.0,0.0,0.000113799614246,0.999999993525
1521814627589479923,0.0,0.0,0.000113803482569,0.999999993524
1521814627606585979,0.0,0.0,0.000113806871678,0.999999993524
1521814627628797054,0.0,0.0,0.000113809236749,0.999999993524
1521814627647746086,0.0,0.0,0.000113811893685,0.999999993523
1521814627673094987,0.0,0.0,0.000113814906958,0.999999993523
1521814627729084968,0.0,0.0,0.000113819652872,0.999999993523
1521814627729181051,0.0,0.0,0.000113824377053,0.999999993522
1521814627742541074,0.0,0.0,0.000113828811267,0.999999993522
1521814627757617950,0.0,0.0,0.000113831197159,0.999999993521
1521814627783330917,0.0,0.0,0.000113835164777,0.999999993521
1521814627794557094,0.0,0.0,0.000113837289678,0.999999993521
1521814627817647933,0.0,0.0,0.00011384058167,0.99999999352
1521814627870840072,0.0,0.0,0.000113840631263,0.99999999352
1521814627871125936,0.0,0.0,0.000113841082059,0.99999999352
1521814627886684894,0.0,0.0,0.00011384099527,0.99999999352
1521814627921518087,0.0,0.0,0.000113841734262,0.99999999352
1521814627925793886,0.0,0.0,0.000113843871238,0.99999999352
1521814627940375089,0.0,0.0,0.000113849333665,0.999999993519
1521814627965974092,0.0,0.0,0.000113856465214,0.999999993518
1521814628014323949,0.0,0.0,0.000113862885561,0.999999993518
1521814628014745950,0.0,0.0,0.000113869106711,0.999999993517
1521814628055068016,0.0,0.0,0.000113870018619,0.999999993517
1521814628055391073,0.0,0.0,0.000113873357127,0.999999993516
1521814628095223903,0.0,0.0,0.000113877964726,0.999999993516
1521814628101016044,0.0,0.0,0.000113883549699,0.999999993515
1521814628139036893,0.0,0.0,0.000113890250901,0.999999993515
1521814628178210020,0.0,0.0,0.000113898577514,0.999999993514
1521814628178324937,0.0,0.0,0.000113905094452,0.999999993513
1521814628178369045,0.0,0.0,0.000113910526379,0.999999993512
1521814628217969894,0.0,0.0,0.000113920361773,0.999999993511
1521814628218139886,0.0,0.0,0.000113930730177,0.99999999351
1521814628234357118,0.0,0.0,0.000113936685035,0.999999993509
1521814628253712892,0.0,0.0,0.000113942752621,0.999999993509
1521814628291260004,0.0,0.0,0.000113949570086,0.999999993508
1521814628330374002,0.0,0.0,0.000113951239706,0.999999993508
1521814628330549001,0.0,0.0,0.000113954717757,0.999999993507
1521814628371383905,0.0,0.0,0.00011396048316,0.999999993507
1521814628401195049,0.0,0.0,0.000113965790571,0.999999993506
1521814628439080953,0.0,0.0,0.00011397125138,0.999999993505
1521814628439533948,0.0,0.0,0.000113975072029,0.999999993505
1521814628477899074,0.0,0.0,0.000113983785291,0.999999993504
1521814628477984905,0.0,0.0,0.000113990569499,0.999999993503
1521814628478044033,0.0,0.0,0.000113998417864,0.999999993502
1521814628519223928,0.0,0.0,0.000114003797475,0.999999993502
1521814628519825935,0.0,0.0,0.00011400734897,0.999999993501
1521814628520068883,0.0,0.0,0.000114009009237,0.999999993501
1521814628562696933,0.0,0.0,0.000114016719368,0.9999999935
1521814628592084884,0.0,0.0,0.000114018686774,0.9999999935
1521814628629841089,0.0,0.0,0.000114023780674,0.999999993499
1521814628629956007,0.0,0.0,0.000114027661849,0.999999993499
1521814628671050071,0.0,0.0,0.000114033148864,0.999999993498
1521814628671299934,0.0,0.0,0.000114039850616,0.999999993497
1521814628710073947,0.0,0.0,0.000114044130641,0.999999993497
1521814628710184097,0.0,0.0,0.000114047152206,0.999999993497
1521814628752082109,0.0,0.0,0.000114048632583,0.999999993496
1521814628752255916,0.0,0.0,0.000114054924071,0.999999993496
1521814628790030002,0.0,0.0,0.000114059990902,0.999999993495
1521814628790153026,0.0,0.0,0.000114061522371,0.999999993495
1521814628829930067,0.0,0.0,0.000114062970481,0.999999993495
1521814628830038070,0.0,0.0,0.000114064667963,0.999999993495
1521814628902405023,0.0,0.0,0.000114071922289,0.999999993494
1521814628906764030,0.0,0.0,0.000114072793425,0.999999993494
1521814628941896915,0.0,0.0,0.000114073814526,0.999999993494
1521814628942004919,0.0,0.0,0.000114074913519,0.999999993493
1521814628987507104,0.0,0.0,0.000114075418428,0.999999993493
1521814628987673997,0.0,0.0,0.0001140809081,0.999999993493
1521814629026011943,0.0,0.0,0.000114083586048,0.999999993492
1521814629026149988,0.0,0.0,0.000114087553819,0.999999993492
1521814629070070981,0.0,0.0,0.000114090889668,0.999999993492
1521814629075062990,0.0,0.0,0.000114093145461,0.999999993491
1521814629114950895,0.0,0.0,0.000114105913764,0.99999999349
1521814629154952049,0.0,0.0,0.000114111233334,0.999999993489
1521814629155164003,0.0,0.0,0.000114117876943,0.999999993489
1521814629198122978,0.0,0.0,0.000114125043236,0.999999993488
1521814629198219060,0.0,0.0,0.000114130898793,0.999999993487
1521814629238938093,0.0,0.0,0.0001141377365,0.999999993486
1521814629285017013,0.0,0.0,0.000114144724372,0.999999993485
1521814629322252988,0.0,0.0,0.000114154254759,0.999999993484
1521814629322398900,0.0,0.0,0.000114158965248,0.999999993484
1521814629322490930,0.0,0.0,0.000114161412087,0.999999993484
1521814629322576999,0.0,0.0,0.000114169217626,0.999999993483
1521814629362173080,0.0,0.0,0.000114174626768,0.999999993482
1521814629362354040,0.0,0.0,0.00011418083405,0.999999993481
1521814629367611885,0.0,0.0,0.000114185319513,0.999999993481
1521814629387713909,0.0,0.0,0.000114190734658,0.99999999348
1521814629425770998,0.0,0.0,0.000114196540375,0.99999999348
1521814629465924978,0.0,0.0,0.00011420185919,0.999999993479
1521814629466032981,0.0,0.0,0.000114204795926,0.999999993479
1521814629510034084,0.0,0.0,0.000114209591564,0.999999993478
1521814629510123014,0.0,0.0,0.000114215384457,0.999999993477
1521814629553855895,0.0,0.0,0.000114219552916,0.999999993477
1521814629553956031,0.0,0.0,0.000114224759145,0.999999993476
1521814629554020881,0.0,0.0,0.000114229034329,0.999999993476
1521814629593985080,0.0,0.0,0.000114233810339,0.999999993475
1521814629604717016,0.0,0.0,0.000114236928612,0.999999993475
1521814629643389940,0.0,0.0,0.000114239247366,0.999999993475
1521814629643955945,0.0,0.0,0.000114242270295,0.999999993474
1521814629682832002,0.0,0.0,0.000114248894187,0.999999993474
1521814629683167934,0.0,0.0,0.000114252777011,0.999999993473
1521814629722969055,0.0,0.0,0.00011425564056,0.999999993473
1521814629723335981,0.0,0.0,0.000114260943378,0.999999993472
1521814629762065887,0.0,0.0,0.000114264902433,0.999999993472
1521814629762197971,0.0,0.0,0.000114268229255,0.999999993471
1521814629802504062,0.0,0.0,0.00011426944157,0.999999993471
1521814629802609920,0.0,0.0,0.0001142716424,0.999999993471
1521814629845050096,0.0,0.0,0.000114274340311,0.999999993471
1521814629859136104,0.0,0.0,0.000114278584211,0.99999999347
1521814629898657083,0.0,0.0,0.000114281074025,0.99999999347
1521814629938039064,0.0,0.0,0.000114283587747,0.99999999347
1521814629938155889,0.0,0.0,0.000114283818188,0.99999999347
1521814629978116989,0.0,0.0,0.000114284663903,0.99999999347
1521814629978231906,0.0,0.0,0.000114288081465,0.999999993469
1521814630018691062,0.0,0.0,0.000114294040765,0.999999993468
1521814630018806934,0.0,0.0,0.000114296112212,0.999999993468
1521814630062306880,0.0,0.0,0.000114295801471,0.999999993468
1521814630062562942,0.0,0.0,0.000114298682748,0.999999993468
1521814630103528976,0.0,0.0,0.000114303463544,0.999999993467
1521814630104063987,0.0,0.0,0.000114305991912,0.999999993467
1521814630142576932,0.0,0.0,0.000114313654988,0.999999993466
1521814630178272962,0.0,0.0,0.000114317839421,0.999999993466
1521814630220202922,0.0,0.0,0.000114325899041,0.999999993465
1521814630220324993,0.0,0.0,0.000114328111291,0.999999993465
1521814630220400094,0.0,0.0,0.000114340324106,0.999999993463
1521814630258151054,0.0,0.0,0.000114343262944,0.999999993463
1521814630264987945,0.0,0.0,0.00011434527933,0.999999993463
1521814630301970958,0.0,0.0,0.000114355929987,0.999999993461
1521814630302093029,0.0,0.0,0.000114363711139,0.99999999346
1521814630342071056,0.0,0.0,0.000114372570528,0.999999993459
1521814630342202901,0.0,0.0,0.000114379677349,0.999999993459
1521814630382874011,0.0,0.0,0.000114383452956,0.999999993458
1521814630383248090,0.0,0.0,0.00011438891764,0.999999993458
1521814630422013998,0.0,0.0,0.000114396552945,0.999999993457
1521814630422718048,0.0,0.0,0.000114406076754,0.999999993456
1521814630462158918,0.0,0.0,0.000114410626849,0.999999993455
1521814630462218046,0.0,0.0,0.000114414047507,0.999999993455
1521814630503185033,0.0,0.0,0.000114416639894,0.999999993454
1521814630503309965,0.0,0.0,0.000114431005555,0.999999993453
1521814630550137996,0.0,0.0,0.000114436006051,0.999999993452
1521814630550399065,0.0,0.0,0.000114443682076,0.999999993451
1521814630590125083,0.0,0.0,0.000114448718734,0.999999993451
1521814630630862951,0.0,0.0,0.000114456244509,0.99999999345
1521814630670114994,0.0,0.0,0.000114465683289,0.999999993449
1521814630670226097,0.0,0.0,0.000114467585275,0.999999993449
1521814630670293092,0.0,0.0,0.000114470398741,0.999999993448
1521814630710109949,0.0,0.0,0.000114474937181,0.999999993448
1521814630710258960,0.0,0.0,0.000114476963989,0.999999993448
1521814630753475904,0.0,0.0,0.000114478001201,0.999999993447
1521814630754297971,0.0,0.0,0.000114481508404,0.999999993447
1521814630789988040,0.0,0.0,0.000114485645015,0.999999993447
1521814630790090084,0.0,0.0,0.000114486971596,0.999999993446
1521814630833132028,0.0,0.0,0.000114491168194,0.999999993446
1521814630833352088,0.0,0.0,0.000114491907422,0.999999993446
1521814630870819091,0.0,0.0,0.000114492450274,0.999999993446
1521814630909879922,0.0,0.0,0.000114498451505,0.999999993445
1521814630909995079,0.0,0.0,0.000114500152367,0.999999993445
1521814630951384067,0.0,0.0,0.000114502421916,0.999999993445
1521814630970568895,0.0,0.0,0.000114507002125,0.999999993444
1521814631010246038,0.0,0.0,0.00011450934481,0.999999993444
1521814631010323047,0.0,0.0,0.000114512939353,0.999999993443
1521814631051201105,0.0,0.0,0.00011451392906,0.999999993443
1521814631074798107,0.0,0.0,0.000114517761689,0.999999993443
1521814631113997936,0.0,0.0,0.000114521080565,0.999999993442
1521814631114140987,0.0,0.0,0.000114525323202,0.999999993442
1521814631114191055,0.0,0.0,0.000114528490872,0.999999993442
1521814631114229917,0.0,0.0,0.000114533693946,0.999999993441
1521814631153894901,0.0,0.0,0.00011453958418,0.99999999344
1521814631155910015,0.0,0.0,0.000114545269757,0.99999999344
1521814631194036960,0.0,0.0,0.000114551622438,0.999999993439
1521814631235115051,0.0,0.0,0.000114554411459,0.999999993439
1521814631235378980,0.0,0.0,0.000114562226969,0.999999993438
1521814631275382041,0.0,0.0,0.000114563989518,0.999999993438
1521814631276192903,0.0,0.0,0.000114569106038,0.999999993437
1521814631314193010,0.0,0.0,0.000114573915144,0.999999993436
1521814631354104995,0.0,0.0,0.000114580920242,0.999999993436
1521814631354223966,0.0,0.0,0.000114586638166,0.999999993435
1521814631354270935,0.0,0.0,0.000114594869276,0.999999993434
1521814631393908023,0.0,0.0,0.000114597235382,0.999999993434
1521814631394551038,0.0,0.0,0.000114612114093,0.999999993432
1521814631434155941,0.0,0.0,0.000114619400632,0.999999993431
1521814631475934028,0.0,0.0,0.000114627247033,0.99999999343
1521814631476011991,0.0,0.0,0.000114633542391,0.99999999343
1521814631476054906,0.0,0.0,0.000114641907318,0.999999993429
1521814631518867015,0.0,0.0,0.000114647267492,0.999999993428
1521814631523133039,0.0,0.0,0.000114653537915,0.999999993427
1521814631562371015,0.0,0.0,0.000114660989413,0.999999993426
1521814631562592983,0.0,0.0,0.00011466702858,0.999999993426
1521814631620950937,0.0,0.0,0.00011468126816,0.999999993424
1521814631621155977,0.0,0.0,0.00011468822195,0.999999993423
1521814631660353899,0.0,0.0,0.000114693355231,0.999999993423
1521814631660528898,0.0,0.0,0.000114698512483,0.999999993422
1521814631701608896,0.0,0.0,0.000114703844067,0.999999993422
1521814631702439069,0.0,0.0,0.000114706985289,0.999999993421
1521814631739105939,0.0,0.0,0.000114709827889,0.999999993421
1521814631739305019,0.0,0.0,0.000114713409843,0.99999999342
1521814631777893066,0.0,0.0,0.000114715608784,0.99999999342
1521814631777971029,0.0,0.0,0.000114718096874,0.99999999342
1521814631778012037,0.0,0.0,0.000114719339758,0.99999999342
1521814631818901062,0.0,0.0,0.000114724415638,0.999999993419
1521814631830506086,0.0,0.0,0.000114729111803,0.999999993419
1521814631874856948,0.0,0.0,0.000114731061713,0.999999993418
1521814631913948059,0.0,0.0,0.00011473636564,0.999999993418
1521814631914036035,0.0,0.0,0.00011473955453,0.999999993417
1521814631954776048,0.0,0.0,0.000114742968977,0.999999993417
1521814631955199003,0.0,0.0,0.000114746311388,0.999999993417
1521814631993943929,0.0,0.0,0.000114748379521,0.999999993416
1521814631994061946,0.0,0.0,0.000114748793099,0.999999993416
1521814631994129896,0.0,0.0,0.000114751519637,0.999999993416
1521814632036235094,0.0,0.0,0.000114755198255,0.999999993416
1521814632036617040,0.0,0.0,0.000114758712426,0.999999993415
1521814632088534116,0.0,0.0,0.000114760783084,0.999999993415
1521814632090322971,0.0,0.0,0.000114763566941,0.999999993415
1521814632130422115,0.0,0.0,0.000114766467556,0.999999993414
1521814632130558967,0.0,0.0,0.000114769537628,0.999999993414
1521814632171359062,0.0,0.0,0.000114773810111,0.999999993413
1521814632171806097,0.0,0.0,0.000114779346842,0.999999993413
1521814632209953069,0.0,0.0,0.000114784250916,0.999999993412
1521814632210067033,0.0,0.0,0.000114791659477,0.999999993411
1521814632251537084,0.0,0.0,0.000114795937002,0.999999993411
1521814632251703023,0.0,0.0,0.000114801238895,0.99999999341
