%time;field.header.seq;field.header.stamp;field.header.frame_id;field.pose.pose.position.x;field.pose.pose.position.y;field.pose.pose.position.z;field.pose.pose.orientation.x;field.pose.pose.orientation.y;field.pose.pose.orientation.z;field.pose.pose.orientation.w;field.pose.covariance0;field.pose.covariance1;field.pose.covariance2;field.pose.covariance3;field.pose.covariance4;field.pose.covariance5;field.pose.covariance6;field.pose.covariance7;field.pose.covariance8;field.pose.covariance9;field.pose.covariance10;field.pose.covariance11;field.pose.covariance12;field.pose.covariance13;field.pose.covariance14;field.pose.covariance15;field.pose.covariance16;field.pose.covariance17;field.pose.covariance18;field.pose.covariance19;field.pose.covariance20;field.pose.covariance21;field.pose.covariance22;field.pose.covariance23;field.pose.covariance24;field.pose.covariance25;field.pose.covariance26;field.pose.covariance27;field.pose.covariance28;field.pose.covariance29;field.pose.covariance30;field.pose.covariance31;field.pose.covariance32;field.pose.covariance33;field.pose.covariance34;field.pose.covariance35
254348000000;50;254348000000;map;9.47677595563;0.00302231785578;0.0;0.0;0.0;0.000677491276366;0.999999770503;0.00437570545344;0.000113589361868;0.000613202210084;0.0;0.0;0.0;0.0;0.0;0.000135599379493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
254561000000;51;254561000000;map;9.59084591352;0.00315112147824;0.0;0.0;0.0;0.000549810546332;0.999999848854;0.00325164650518;4.05569473383e-05;0.000661335897118;0.0;0.0;0.0;0.0;0.0;0.00013952527185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
254760000000;52;254760000000;map;9.69193124012;0.00330297502616;0.0;0.0;0.0;0.000710894857864;0.999999747314;0.00299927939693;-1.21493191345e-05;0.000588099519844;0.0;0.0;0.0;0.0;0.0;0.000148972396327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
254954000000;53;254954000000;map;9.79938071792;0.00463812273477;0.0;0.0;0.0;0.000790219495913;0.999999687777;0.00292774560053;1.14503950519e-05;0.000604271020351;0.0;0.0;0.0;0.0;0.0;0.000141949855088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
255147000000;54;255147000000;map;9.90337712023;0.00349645992613;0.0;0.0;0.0;0.000896276528725;0.999999598344;0.00239278203514;5.57284524918e-05;0.000604896201438;0.0;0.0;0.0;0.0;0.0;0.000153709049266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
255354000000;55;255354000000;map;10.0043945131;0.00512177091894;0.0;0.0;0.0;0.001258711253;0.999999207823;0.00215498780948;8.82660370671e-06;0.000644094062582;0.0;0.0;0.0;0.0;0.0;0.000144336971485;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
255557000000;56;255557000000;map;10.1056016248;0.004741979659;0.0;0.0;0.0;0.00123137729597;0.999999241855;0.00226787038358;4.65703559206e-05;0.000695005514446;0.0;0.0;0.0;0.0;0.0;0.000144452827941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
255750000000;57;255750000000;map;10.2067436983;0.00409304400572;0.0;0.0;0.0;0.00095255980349;0.999999546315;0.00232998817033;7.98476481165e-05;0.000741201776205;0.0;0.0;0.0;0.0;0.0;0.000132674489326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
255954000000;58;255954000000;map;10.3121667321;0.00518375354987;0.0;0.0;0.0;0.000613983871487;0.999999811512;0.00184730213172;-4.88191779215e-06;0.000762614199216;0.0;0.0;0.0;0.0;0.0;0.000126680393131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
256143000000;59;256143000000;map;10.4170755834;0.00529759675786;0.0;0.0;0.0;0.000314116578623;0.999999950665;0.00155898241171;4.7079826075e-05;0.000820488305685;0.0;0.0;0.0;0.0;0.0;0.000109339821819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
