%time;field.header.seq;field.header.stamp;field.header.frame_id;field.pose.pose.position.x;field.pose.pose.position.y;field.pose.pose.position.z;field.pose.pose.orientation.x;field.pose.pose.orientation.y;field.pose.pose.orientation.z;field.pose.pose.orientation.w;field.pose.covariance0;field.pose.covariance1;field.pose.covariance2;field.pose.covariance3;field.pose.covariance4;field.pose.covariance5;field.pose.covariance6;field.pose.covariance7;field.pose.covariance8;field.pose.covariance9;field.pose.covariance10;field.pose.covariance11;field.pose.covariance12;field.pose.covariance13;field.pose.covariance14;field.pose.covariance15;field.pose.covariance16;field.pose.covariance17;field.pose.covariance18;field.pose.covariance19;field.pose.covariance20;field.pose.covariance21;field.pose.covariance22;field.pose.covariance23;field.pose.covariance24;field.pose.covariance25;field.pose.covariance26;field.pose.covariance27;field.pose.covariance28;field.pose.covariance29;field.pose.covariance30;field.pose.covariance31;field.pose.covariance32;field.pose.covariance33;field.pose.covariance34;field.pose.covariance35
241630000000;13;241630000000;map;2.97316299973;-0.0711697869792;0.0;0.0;0.0;-0.00372029703372;0.999993079671;12.3282172503;2.34213195999;0.0;0.0;0.0;0.0;2.34213195999;2.08680129905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.207296897688
242132000000;14;242132000000;map;3.22433123007;-0.069691758346;0.0;0.0;0.0;-0.00285457642756;0.999995925688;8.75300080463;1.41392369673;0.0;0.0;0.0;0.0;1.41392369673;1.40349029338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.115884418459
242635000000;15;242635000000;map;3.47568158605;-0.068997483129;0.0;0.0;0.0;-0.0024602713259;0.999996973528;4.8478634329;1.07925687181;0.0;0.0;0.0;0.0;1.07925687181;0.974034882665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0751463378865
243144000000;16;243144000000;map;3.73088810135;-0.0680938520628;0.0;0.0;0.0;-0.00210442128966;0.999997785703;2.71197117413;0.711643220903;0.0;0.0;0.0;0.0;0.711643220903;0.713512112908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0414994290224
243647000000;17;243647000000;map;3.98248195636;-0.0662148085;0.0;0.0;0.0;-0.00137394650823;0.999999056135;1.68044667801;0.413509627787;0.0;0.0;0.0;0.0;0.413509627787;0.470182577842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238560285972
244154000000;18;244154000000;map;4.23658618573;-0.0652344394159;0.0;0.0;0.0;-0.00128616138672;0.999999172894;1.2010388727;0.134379173713;0.0;0.0;0.0;0.0;0.134379173713;0.128696391398;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0144673017045
244659000000;19;244659000000;map;4.48952319003;-0.064485648592;0.0;0.0;0.0;-0.00103178453267;0.99999946771;1.03150247712;0.156764583551;0.0;0.0;0.0;0.0;0.156764583551;0.207556097115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0101014549367
245180000000;20;245180000000;map;4.75079691912;-0.0635329391502;0.0;0.0;0.0;-0.000982947237584;0.999999516907;0.828045998013;0.0220223928072;0.0;0.0;0.0;0.0;0.0220223928072;0.0256744930565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00912924489272
245684000000;21;245684000000;map;5.00380906711;-0.0609357290241;0.0;0.0;0.0;-0.0005157690737;0.999999866991;0.646046454387;-0.00764160846382;0.0;0.0;0.0;0.0;-0.00764160846382;0.0124549304883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00444158969664
246187000000;22;246187000000;map;5.25621116847;-0.0599226685048;0.0;0.0;0.0;-0.0005138240221;0.999999867992;0.49145608765;-0.0240218491463;0.0;0.0;0.0;0.0;-0.0240218491463;0.00538006529629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00175787859479
