%time;field.header.seq;field.header.stamp;field.header.frame_id;field.pose.pose.position.x;field.pose.pose.position.y;field.pose.pose.position.z;field.pose.pose.orientation.x;field.pose.pose.orientation.y;field.pose.pose.orientation.z;field.pose.pose.orientation.w;field.pose.covariance0;field.pose.covariance1;field.pose.covariance2;field.pose.covariance3;field.pose.covariance4;field.pose.covariance5;field.pose.covariance6;field.pose.covariance7;field.pose.covariance8;field.pose.covariance9;field.pose.covariance10;field.pose.covariance11;field.pose.covariance12;field.pose.covariance13;field.pose.covariance14;field.pose.covariance15;field.pose.covariance16;field.pose.covariance17;field.pose.covariance18;field.pose.covariance19;field.pose.covariance20;field.pose.covariance21;field.pose.covariance22;field.pose.covariance23;field.pose.covariance24;field.pose.covariance25;field.pose.covariance26;field.pose.covariance27;field.pose.covariance28;field.pose.covariance29;field.pose.covariance30;field.pose.covariance31;field.pose.covariance32;field.pose.covariance33;field.pose.covariance34;field.pose.covariance35;field.twist.twist.linear.x;field.twist.twist.linear.y;field.twist.twist.linear.z;field.twist.twist.angular.x;field.twist.twist.angular.y;field.twist.twist.angular.z;field.twist.covariance0;field.twist.covariance1;field.twist.covariance2;field.twist.covariance3;field.twist.covariance4;field.twist.covariance5;field.twist.covariance6;field.twist.covariance7;field.twist.covariance8;field.twist.covariance9;field.twist.covariance10;field.twist.covariance11;field.twist.covariance12;field.twist.covariance13;field.twist.covariance14;field.twist.covariance15;field.twist.covariance16;field.twist.covariance17;field.twist.covariance18;field.twist.covariance19;field.twist.covariance20;field.twist.covariance21;field.twist.covariance22;field.twist.covariance23;field.twist.covariance24;field.twist.covariance25;field.twist.covariance26;field.twist.covariance27;field.twist.covariance28;field.twist.covariance29;field.twist.covariance30;field.twist.covariance31;field.twist.covariance32;field.twist.covariance33;field.twist.covariance34;field.twist.covariance35
2.58429E+11;12902;2.58429E+11;odom;11.67167714;-0.001338158;0;0;0;-5.70E-05;0.999999998;12.90798485;0.227356447;0;0;0;0.019790115;0.227356447;1994.906536;0;0;0;172.5369033;0;0;9.98E-07;2.40E-23;-1.53E-14;0;0;0;2.40E-23;9.96E-07;1.98E-28;0;0;0;-1.53E-14;1.98E-28;9.96E-07;0;0.019790115;172.5369033;0;0;0;15.48309301;0.499999784;0;0;0;0;-1.73E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58449E+11;12903;2.58449E+11;odom;11.68167713;-0.001339297;0;0;0;-5.70E-05;0.999999998;12.90898532;0.227751091;0;0;0;0.019807755;0.227751091;1998.359821;0;0;0;172.6917371;0;0;9.98E-07;-2.94E-23;-1.53E-14;0;0;0;-2.94E-23;9.96E-07;-2.43E-28;0;0;0;-1.53E-14;-2.43E-28;9.96E-07;0;0.019807755;172.6917371;0;0;0;15.48429302;0.499999772;0;0;0;0;2.12E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58469E+11;12904;2.58469E+11;odom;11.69167713;-0.001340436;0;0;0;-5.70E-05;0.999999998;12.90998579;0.228146083;0;0;0;0.019825396;0.228146083;2001.816203;0;0;0;172.8465829;0;0;9.98E-07;-4.16E-24;-1.53E-14;0;0;0;-4.16E-24;9.96E-07;-3.44E-29;0;0;0;-1.53E-14;-3.44E-29;9.96E-07;0;0.019825396;172.8465829;0;0;0;15.48549303;0.499999761;0;0;0;0;3.03E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58489E+11;12905;2.58489E+11;odom;11.70167712;-0.001341576;0;0;0;-5.70E-05;0.999999998;12.91098626;0.228541427;0;0;0;0.019843038;0.228541427;2005.275682;0;0;0;173.0014407;0;0;9.98E-07;5.74E-24;-1.53E-14;0;0;0;5.74E-24;9.96E-07;4.75E-29;0;0;0;-1.53E-14;4.75E-29;9.96E-07;0;0.019843038;173.0014407;0;0;0;15.48669305;0.499999749;0;0;0;0;-4.13E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58509E+11;12906;2.58509E+11;odom;11.71167712;-0.001342715;0;0;0;-5.70E-05;0.999999998;12.91198672;0.228937124;0;0;0;0.019860681;0.228937124;2008.738259;0;0;0;173.1563106;0;0;9.98E-07;3.80E-24;-1.53E-14;0;0;0;3.80E-24;9.96E-07;3.14E-29;0;0;0;-1.53E-14;3.14E-29;9.96E-07;0;0.019860681;173.1563106;0;0;0;15.48789306;0.499999738;0;0;0;0;-2.72E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58529E+11;12907;2.58529E+11;odom;11.72167711;-0.001343854;0;0;0;-5.70E-05;0.999999998;12.91298719;0.229333174;0;0;0;0.019878326;0.229333174;2012.203932;0;0;0;173.3111924;0;0;9.98E-07;-2.68E-23;-1.53E-14;0;0;0;-2.68E-23;9.96E-07;-2.22E-28;0;0;0;-1.53E-14;-2.22E-28;9.96E-07;0;0.019878326;173.3111924;0;0;0;15.48909307;0.499999727;0;0;0;0;1.94E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58549E+11;12908;2.58549E+11;odom;11.73167711;-0.001344993;0;0;0;-5.70E-05;0.999999998;12.91398766;0.229729573;0;0;0;0.019895972;0.229729573;2015.672703;0;0;0;173.4660862;0;0;9.98E-07;-5.59E-24;-1.53E-14;0;0;0;-5.59E-24;9.96E-07;-4.62E-29;0;0;0;-1.53E-14;-4.62E-29;9.96E-07;0;0.019895972;173.4660862;0;0;0;15.49029308;0.499999716;0;0;0;0;4.06E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58569E+11;12909;2.58569E+11;odom;11.7416771;-0.001346133;0;0;0;-5.70E-05;0.999999998;12.91498813;0.230126322;0;0;0;0.019913619;0.230126322;2019.144573;0;0;0;173.620992;0;0;9.98E-07;1.26E-23;-1.53E-14;0;0;0;1.26E-23;9.96E-07;1.04E-28;0;0;0;-1.53E-14;1.04E-28;9.96E-07;0;0.019913619;173.620992;0;0;0;15.49149309;0.499999705;0;0;0;0;-9.06E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58589E+11;12910;2.58589E+11;odom;11.75167709;-0.001347272;0;0;0;-5.70E-05;0.999999998;12.9159886;0.230523426;0;0;0;0.019931267;0.230523426;2022.61954;0;0;0;173.7759098;0;0;9.98E-07;-1.01E-23;-1.53E-14;0;0;0;-1.01E-23;9.96E-07;-8.40E-29;0;0;0;-1.53E-14;-8.40E-29;9.96E-07;0;0.019931267;173.7759098;0;0;0;15.49269311;0.499999694;0;0;0;0;7.36E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58609E+11;12911;2.58609E+11;odom;11.76167709;-0.001348411;0;0;0;-5.70E-05;0.999999998;12.91698906;0.230920881;0;0;0;0.019948917;0.230920881;2026.097606;0;0;0;173.9308396;0;0;9.98E-07;-2.36E-23;-1.53E-14;0;0;0;-2.36E-23;9.96E-07;-1.95E-28;0;0;0;-1.53E-14;-1.95E-28;9.96E-07;0;0.019948917;173.9308396;0;0;0;15.49389312;0.499999683;0;0;0;0;1.71E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58629E+11;12912;2.58629E+11;odom;11.77167708;-0.00134955;0;0;0;-5.70E-05;0.999999998;12.91798953;0.231318684;0;0;0;0.019966567;0.231318684;2029.57877;0;0;0;174.0857814;0;0;9.98E-07;-1.03E-23;-1.53E-14;0;0;0;-1.03E-23;9.96E-07;-8.56E-29;0;0;0;-1.53E-14;-8.56E-29;9.96E-07;0;0.019966567;174.0857814;0;0;0;15.49509313;0.499999673;0;0;0;0;7.50E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58649E+11;12913;2.58649E+11;odom;11.78167707;-0.001350689;0;0;0;-5.70E-05;0.999999998;12.91899;0.231716837;0;0;0;0.019984219;0.231716837;2033.063033;0;0;0;174.2407352;0;0;9.98E-07;-2.66E-23;-1.53E-14;0;0;0;-2.66E-23;9.96E-07;-2.20E-28;0;0;0;-1.53E-14;-2.20E-28;9.96E-07;0;0.019984219;174.2407352;0;0;0;15.49629314;0.499999664;0;0;0;0;1.92E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58669E+11;12914;2.58669E+11;odom;11.79167707;-0.001351828;0;0;0;-5.70E-05;0.999999998;12.91999047;0.232115337;0;0;0;0.020001872;0.232115337;2036.550396;0;0;0;174.395701;0;0;9.98E-07;-9.58E-24;-1.53E-14;0;0;0;-9.58E-24;9.96E-07;-7.93E-29;0;0;0;-1.53E-14;-7.93E-29;9.96E-07;0;0.020001872;174.395701;0;0;0;15.49749315;0.499999654;0;0;0;0;6.94E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58689E+11;12915;2.58689E+11;odom;11.80167706;-0.001352968;0;0;0;-5.70E-05;0.999999998;12.92099094;0.232514187;0;0;0;0.020019525;0.232514187;2040.040858;0;0;0;174.5506788;0;0;9.98E-07;-7.39E-24;-1.53E-14;0;0;0;-7.39E-24;9.96E-07;-6.11E-29;0;0;0;-1.53E-14;-6.11E-29;9.96E-07;0;0.020019525;174.5506788;0;0;0;15.49869316;0.499999645;0;0;0;0;5.36E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58709E+11;12916;2.58709E+11;odom;11.81167705;-0.001354107;0;0;0;-5.70E-05;0.999999998;12.92199141;0.232913388;0;0;0;0.02003718;0.232913388;2043.534419;0;0;0;174.7056686;0;0;9.98E-07;-5.97E-24;-1.53E-14;0;0;0;-5.97E-24;9.96E-07;-4.94E-29;0;0;0;-1.53E-14;-4.94E-29;9.96E-07;0;0.02003718;174.7056686;0;0;0;15.49989318;0.499999637;0;0;0;0;4.33E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58729E+11;12917;2.58729E+11;odom;11.82167704;-0.001355246;0;0;0;-5.70E-05;0.999999998;12.92299187;0.23331294;0;0;0;0.020054836;0.23331294;2047.03108;0;0;0;174.8606704;0;0;9.98E-07;-2.98E-23;-1.53E-14;0;0;0;-2.98E-23;9.96E-07;-2.46E-28;0;0;0;-1.53E-14;-2.46E-28;9.96E-07;0;0.020054836;174.8606704;0;0;0;15.50109319;0.499999629;0;0;0;0;2.15E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58749E+11;12918;2.58749E+11;odom;11.83167704;-0.001356385;0;0;0;-5.69E-05;0.999999998;12.92399234;0.233712838;0;0;0;0.020072493;0.233712838;2050.530842;0;0;0;175.0156842;0;0;9.98E-07;-4.11E-23;-1.53E-14;0;0;0;-4.11E-23;9.96E-07;-3.40E-28;0;0;0;-1.53E-14;-3.40E-28;9.96E-07;0;0.020072493;175.0156842;0;0;0;15.5022932;0.499999621;0;0;0;0;2.97E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58769E+11;12919;2.58769E+11;odom;11.84167703;-0.001357524;0;0;0;-5.69E-05;0.999999998;12.92499281;0.234113081;0;0;0;0.02009015;0.234113081;2054.033703;0;0;0;175.17071;0;0;9.98E-07;5.68E-24;-1.53E-14;0;0;0;5.68E-24;9.96E-07;4.70E-29;0;0;0;-1.53E-14;4.70E-29;9.96E-07;0;0.02009015;175.17071;0;0;0;15.50349321;0.499999614;0;0;0;0;-4.10E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58789E+11;12920;2.58789E+11;odom;11.85167702;-0.001358663;0;0;0;-5.70E-05;0.999999998;12.92599328;0.234513676;0;0;0;0.020107809;0.234513676;2057.539665;0;0;0;175.3257477;0;0;9.98E-07;2.41E-23;-1.53E-14;0;0;0;2.41E-23;9.96E-07;2.00E-28;0;0;0;-1.53E-14;2.00E-28;9.96E-07;0;0.020107809;175.3257477;0;0;0;15.50469322;0.499999608;0;0;0;0;-1.74E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58809E+11;12921;2.58809E+11;odom;11.86167701;-0.001359802;0;0;0;-5.70E-05;0.999999998;12.92699375;0.23491463;0;0;0;0.020125469;0.23491463;2061.048729;0;0;0;175.4807975;0;0;9.98E-07;7.16E-24;-1.53E-14;0;0;0;7.16E-24;9.96E-07;5.93E-29;0;0;0;-1.53E-14;5.93E-29;9.96E-07;0;0.020125469;175.4807975;0;0;0;15.50589324;0.499999602;0;0;0;0;-5.17E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58829E+11;12922;2.58829E+11;odom;11.87167701;-0.001360941;0;0;0;-5.70E-05;0.999999998;12.92799422;0.235315941;0;0;0;0.020143131;0.235315941;2064.560893;0;0;0;175.6358593;0;0;9.98E-07;3.12E-23;-1.53E-14;0;0;0;3.12E-23;9.96E-07;2.58E-28;0;0;0;-1.53E-14;2.58E-28;9.96E-07;0;0.020143131;175.6358593;0;0;0;15.50709325;0.499999597;0;0;0;0;-2.25E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58849E+11;12923;2.58849E+11;odom;11.881677;-0.00136208;0;0;0;-5.70E-05;0.999999998;12.92899469;0.235717608;0;0;0;0.020160795;0.235717608;2068.076158;0;0;0;175.7909331;0;0;9.98E-07;-7.44E-23;-1.53E-14;0;0;0;-7.44E-23;9.96E-07;-6.16E-28;0;0;0;-1.53E-14;-6.16E-28;9.96E-07;0;0.020160795;175.7909331;0;0;0;15.50829326;0.499999593;0;0;0;0;5.38E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58869E+11;12924;2.58869E+11;odom;11.89167699;-0.001363219;0;0;0;-5.69E-05;0.999999998;12.92999515;0.236119617;0;0;0;0.020178459;0.236119617;2071.594525;0;0;0;175.9460189;0;0;9.98E-07;2.34E-23;-1.53E-14;0;0;0;2.34E-23;9.96E-07;1.93E-28;0;0;0;-1.53E-14;1.93E-28;9.96E-07;0;0.020178459;175.9460189;0;0;0;15.50949327;0.499999589;0;0;0;0;-1.69E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58889E+11;12925;2.58889E+11;odom;11.90167698;-0.001364358;0;0;0;-5.70E-05;0.999999998;12.93099562;0.236521982;0;0;0;0.020196125;0.236521982;2075.115994;0;0;0;176.1011166;0;0;9.98E-07;4.38E-23;-1.53E-14;0;0;0;4.38E-23;9.96E-07;3.62E-28;0;0;0;-1.53E-14;3.62E-28;9.96E-07;0;0.020196125;176.1011166;0;0;0;15.51069328;0.499999585;0;0;0;0;-3.16E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.589E+11;12926;2.589E+11;odom;11.90717698;-0.001364984;0;0;0;-5.70E-05;0.999999998;12.93154605;0.236743437;0;0;0;0.020205842;0.236743437;2077.054124;0;0;0;176.1864254;0;0;5.00E-07;2.17E-23;-6.25E-15;0;0;0;2.17E-23;4.99E-07;3.60E-28;0;0;0;-6.25E-15;3.60E-28;4.99E-07;0;0.020205842;176.1864254;0;0;0;15.5113533;0.499999585;0;0;0;0;-2.48E-07;0.000790086;0;0;0;0;0;0;0.000790086;0;0;0;0;0;0;4.99E-07;1.72E-27;-1.51E-23;0;0;0;1.72E-27;4.98E-07;1.11E-31;0;0;0;-1.51E-23;1.11E-31;4.98E-07;0;0;0;0;0;0;1.00E-09
2.58929E+11;12927;2.58929E+11;odom;11.92167696;-0.001366636;0;0;0;-5.70E-05;0.999999998;12.93299656;0.2373278;0;0;0;0.020231463;0.2373278;2082.168238;0;0;0;176.4113482;0;0;9.98E-07;2.47E-23;-1.53E-14;0;0;0;2.47E-23;9.96E-07;2.04E-28;0;0;0;-1.53E-14;2.04E-28;9.96E-07;0;0.020231463;176.4113482;0;0;0;15.51309331;0.499999581;0;0;0;0;-1.78E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.5894E+11;12928;2.5894E+11;odom;11.92717696;-0.001367263;0;0;0;-5.70E-05;0.999999998;12.93354699;0.237549654;0;0;0;0.020241183;0.237549654;2084.109781;0;0;0;176.4966701;0;0;5.00E-07;1.23E-23;-6.25E-15;0;0;0;1.23E-23;4.99E-07;2.03E-28;0;0;0;-6.25E-15;2.03E-28;4.99E-07;0;0.020241183;176.4966701;0;0;0;15.51375332;0.49999958;0;0;0;0;4.31E-08;0.000790086;0;0;0;0;0;0;0.000790086;0;0;0;0;0;0;4.99E-07;1.72E-27;-1.51E-23;0;0;0;1.72E-27;4.98E-07;1.11E-31;0;0;0;-1.51E-23;1.11E-31;4.98E-07;0;0;0;0;0;0;1.00E-09
2.58969E+11;12929;2.58969E+11;odom;11.94167695;-0.001368914;0;0;0;-5.70E-05;0.999999998;12.9349975;0.238135053;0;0;0;0.020266809;0.238135053;2089.232892;0;0;0;176.7216277;0;0;9.98E-07;-3.71E-24;-1.53E-14;0;0;0;-3.71E-24;9.96E-07;-3.07E-29;0;0;0;-1.53E-14;-3.07E-29;9.96E-07;0;0.020266809;176.7216277;0;0;0;15.51549333;0.499999579;0;0;0;0;2.68E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.58989E+11;12930;2.58989E+11;odom;11.95167694;-0.001370053;0;0;0;-5.70E-05;0.999999998;12.93599797;0.23853921;0;0;0;0.020284483;0.23853921;2092.769874;0;0;0;176.8767855;0;0;9.98E-07;3.91E-23;-1.53E-14;0;0;0;3.91E-23;9.96E-07;3.23E-28;0;0;0;-1.53E-14;3.23E-28;9.96E-07;0;0.020284483;176.8767855;0;0;0;15.51669334;0.49999958;0;0;0;0;-2.82E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.59009E+11;12931;2.59009E+11;odom;11.96167693;-0.001371193;0;0;0;-5.70E-05;0.999999998;12.93699844;0.238943728;0;0;0;0.02030216;0.238943728;2096.309959;0;0;0;177.0319553;0;0;9.98E-07;2.94E-23;-1.53E-14;0;0;0;2.94E-23;9.96E-07;2.43E-28;0;0;0;-1.53E-14;2.43E-28;9.96E-07;0;0.02030216;177.0319553;0;0;0;15.51789336;0.499999581;0;0;0;0;-2.12E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.59029E+11;12932;2.59029E+11;odom;11.97167692;-0.001372332;0;0;0;-5.70E-05;0.999999998;12.93799891;0.239348606;0;0;0;0.020319839;0.239348606;2099.853147;0;0;0;177.187137;0;0;9.98E-07;1.05E-24;-1.53E-14;0;0;0;1.05E-24;9.96E-07;8.65E-30;0;0;0;-1.53E-14;8.65E-30;9.96E-07;0;0.020319839;177.187137;0;0;0;15.51909337;0.499999582;0;0;0;0;-7.60E-09;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.59049E+11;12933;2.59049E+11;odom;11.98167691;-0.001373471;0;0;0;-5.70E-05;0.999999998;12.93899937;0.239753841;0;0;0;0.020337519;0.239753841;2103.399439;0;0;0;177.3423308;0;0;9.98E-07;2.66E-23;-1.53E-14;0;0;0;2.66E-23;9.96E-07;2.20E-28;0;0;0;-1.53E-14;2.20E-28;9.96E-07;0;0.020337519;177.3423308;0;0;0;15.52029338;0.499999585;0;0;0;0;-1.93E-07;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.59069E+11;12934;2.59069E+11;odom;11.9916769;-0.00137461;0;0;0;-5.70E-05;0.999999998;12.93999984;0.240159435;0;0;0;0.020355202;0.240159435;2106.948835;0;0;0;177.4975366;0;0;9.98E-07;1.17E-23;-1.53E-14;0;0;0;1.17E-23;9.96E-07;9.68E-29;0;0;0;-1.53E-14;9.68E-29;9.96E-07;0;0.020355202;177.4975366;0;0;0;15.52149339;0.499999588;0;0;0;0;-8.46E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.59089E+11;12935;2.59089E+11;odom;12.0016769;-0.00137575;0;0;0;-5.70E-05;0.999999998;12.94100031;0.240565385;0;0;0;0.020372885;0.240565385;2110.501336;0;0;0;177.6527544;0;0;9.98E-07;-1.19E-23;-1.53E-14;0;0;0;-1.19E-23;9.96E-07;-9.81E-29;0;0;0;-1.53E-14;-9.81E-29;9.96E-07;0;0.020372885;177.6527544;0;0;0;15.5226934;0.499999591;0;0;0;0;8.56E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
2.59109E+11;12936;2.59109E+11;odom;12.01167689;-0.001376889;0;0;0;-5.70E-05;0.999999998;12.94200078;0.240971687;0;0;0;0.020390571;0.240971687;2114.05694;0;0;0;177.8079841;0;0;9.98E-07;8.20E-24;-1.53E-14;0;0;0;8.20E-24;9.96E-07;6.79E-29;0;0;0;-1.53E-14;6.79E-29;9.96E-07;0;0.020390571;177.8079841;0;0;0;15.52389342;0.499999596;0;0;0;0;-5.94E-08;0.000506229;0;0;0;0;0;0;0.000506229;0;0;0;0;0;0;9.97E-07;1.05E-27;-9.22E-24;0;0;0;1.05E-27;9.89E-07;3.39E-32;0;0;0;-9.22E-24;3.39E-32;9.89E-07;0;0;0;0;0;0;0.000178927
