%time,field.x,field.y,field.z,field.w
1524837432205665111,0.0,0.0,0.0,1.0
1524837432247936964,0.0,0.0,4.22444381559e-06,0.999999999991
1524837432255762100,0.0,0.0,4.23751538396e-06,0.999999999991
1524837432294928073,0.0,0.0,4.26596510491e-06,0.999999999991
1524837432313108921,0.0,0.0,4.25898280384e-06,0.999999999991
1524837432331008911,0.0,0.0,4.26367112336e-06,0.999999999991
1524837432355973958,0.0,0.0,4.26966925481e-06,0.999999999991
1524837432378814935,0.0,0.0,4.27323397298e-06,0.999999999991
1524837432411530017,0.0,0.0,4.29238755817e-06,0.999999999991
1524837432430107116,0.0,0.0,4.29439026186e-06,0.999999999991
1524837432453043937,0.0,0.0,4.29808754699e-06,0.999999999991
1524837432476311922,0.0,0.0,4.30270096865e-06,0.999999999991
1524837432512860059,0.0,0.0,4.31645534444e-06,0.999999999991
1524837432530925035,0.0,0.0,4.31908223365e-06,0.999999999991
1524837432562360048,0.0,0.0,4.32103211777e-06,0.999999999991
1524837432583776950,0.0,0.0,2.87716137323e-06,0.999999999996
1524837432605513095,0.0,0.0,2.53514370317e-06,0.999999999997
1524837432633730888,0.0,0.0,1.67577686478e-06,0.999999999999
1524837432661684989,0.0,0.0,2.02006904056e-06,0.999999999998
1524837432682862997,0.0,0.0,2.00658132241e-06,0.999999999998
1524837432708497047,0.0,0.0,2.00095235173e-06,0.999999999998
1524837432730762958,0.0,0.0,1.99631372579e-06,0.999999999998
1524837432756849050,0.0,0.0,1.99990029818e-06,0.999999999998
1524837432783742904,0.0,0.0,2.00694586763e-06,0.999999999998
1524837432814868927,0.0,0.0,1.62927031853e-06,0.999999999999
1524837432838594913,0.0,0.0,1.64069253076e-06,0.999999999999
1524837432859477996,0.0,0.0,1.64615116755e-06,0.999999999999
1524837432883486986,0.0,0.0,1.69069401743e-06,0.999999999999
1524837432907982110,0.0,0.0,1.80979640839e-06,0.999999999998
1524837432934561014,0.0,0.0,2.77574612037e-06,0.999999999996
1524837432960551977,0.0,0.0,3.33224665842e-06,0.999999999994
1524837432986641883,0.0,0.0,-1.29280803626e-06,0.999999999999
1524837433015624046,0.0,0.0,-1.08274720105e-06,0.999999999999
1524837433035756111,0.0,0.0,-5.92162661499e-05,0.999999998247
1524837433068545103,0.0,0.0,-5.91878016229e-05,0.999999998248
1524837433083517074,0.0,0.0,-5.9179798775e-05,0.999999998249
1524837433107826948,0.0,0.0,-5.91764696152e-05,0.999999998249
1524837433137339115,0.0,0.0,-5.9164724844e-05,0.99999999825
1524837433157397031,0.0,0.0,-5.91602798081e-05,0.99999999825
1524837433192272901,0.0,0.0,5.70026420504e-05,0.999999998375
1524837433214263916,0.0,0.0,5.70066977852e-05,0.999999998375
1524837433238141059,0.0,0.0,5.7015900051e-05,0.999999998375
1524837433263555049,0.0,0.0,5.70314796864e-05,0.999999998374
1524837433293623924,0.0,0.0,-0.000131337690973,0.999999991375
1524837433317061901,0.0,0.0,-0.000131332859624,0.999999991376
1524837433341533899,0.0,0.0,-0.000131326409049,0.999999991377
1524837433362668037,0.0,0.0,-0.000131321120595,0.999999991377
1524837433391910076,0.0,0.0,-0.000131314529474,0.999999991378
1524837433420186042,0.0,0.0,-0.000131306842061,0.999999991379
1524837433442503929,0.0,0.0,0.000104924226914,0.999999994495
1524837433466511011,0.0,0.0,0.000104924439876,0.999999994495
1524837433491312026,0.0,0.0,0.000104926580019,0.999999994495
1524837433516561031,0.0,0.0,0.000104929593938,0.999999994495
1524837433543934106,0.0,0.0,2.23658785506e-05,0.99999999975
1524837433565872907,0.0,0.0,2.23707607408e-05,0.99999999975
1524837433594412088,0.0,0.0,2.23862498743e-05,0.999999999749
1524837433616462945,0.0,0.0,2.23876902086e-05,0.999999999749
1524837433640731096,0.0,0.0,2.23896332841e-05,0.999999999749
1524837433668226003,0.0,0.0,3.85864530812e-05,0.999999999256
1524837433691380023,0.0,0.0,3.85905749956e-05,0.999999999255
1524837433717312097,0.0,0.0,3.85932290064e-05,0.999999999255
1524837433742367029,0.0,0.0,3.85967927985e-05,0.999999999255
1524837433776994943,0.0,0.0,3.86045642863e-05,0.999999999255
1524837433794447898,0.0,0.0,3.86075202525e-05,0.999999999255
1524837433824405908,0.0,0.0,-1.43586985282e-05,0.999999999897
1524837433849222898,0.0,0.0,-1.43477383052e-05,0.999999999897
1524837433865607976,0.0,0.0,-1.4346672808e-05,0.999999999897
1524837433902343034,0.0,0.0,-1.43270168019e-05,0.999999999897
1524837433917426109,0.0,0.0,-1.43220089645e-05,0.999999999897
1524837433949093103,0.0,0.0,0.000142716964999,0.999999989816
1524837433969871044,0.0,0.0,0.00014272530626,0.999999989815
1524837434000216007,0.0,0.0,0.000142734337466,0.999999989813
1524837434017086982,0.0,0.0,0.000189245273934,0.999999982093
1524837434044929027,0.0,0.0,0.000189259813825,0.99999998209
1524837434066083908,0.0,0.0,0.00018926237084,0.99999998209
1524837434099050998,0.0,0.0,0.000189269135539,0.999999982089
1524837434116806983,0.0,0.0,0.000189271300895,0.999999982088
1524837434149087905,0.0,0.0,0.000189280309349,0.999999982086
1524837434178335905,0.0,0.0,0.000189291445894,0.999999982084
1524837434194875001,0.0,0.0,0.000189296034829,0.999999982084
1524837434224307060,0.0,0.0,0.000189307985337,0.999999982081
1524837434258521080,0.0,0.0,0.000189318697147,0.999999982079
1524837434277117013,0.0,0.0,0.000189322094327,0.999999982079
1524837434299504041,0.0,0.0,0.000189324688551,0.999999982078
1524837434323906898,0.0,0.0,0.000189328507761,0.999999982077
1524837434354540109,0.0,0.0,0.000189337674763,0.999999982076
1524837434380959987,0.0,0.0,0.000189343057686,0.999999982075
1524837434407713890,0.0,0.0,0.000189344271196,0.999999982074
1524837434430413961,0.0,0.0,0.000189351667034,0.999999982073
1524837434458025932,0.0,0.0,0.000189352018215,0.999999982073
1524837434477720022,0.0,0.0,0.000189354102131,0.999999982073
1524837434512780904,0.0,0.0,0.000189356421594,0.999999982072
1524837434528283119,0.0,0.0,0.000189358915637,0.999999982072
1524837434552208900,0.0,0.0,0.000189362553923,0.999999982071
1524837434584815979,0.0,0.0,0.000189369617516,0.99999998207
1524837434603398084,0.0,0.0,0.000189372535367,0.999999982069
1524837434630966901,0.0,0.0,0.000189375352529,0.999999982068
1524837434652302026,0.0,0.0,0.000189377633556,0.999999982068
1524837434677433013,0.0,0.0,0.000189380308527,0.999999982068
1524837434707494974,0.0,0.0,0.000189381403101,0.999999982067
1524837434729507923,0.0,0.0,0.00018938401148,0.999999982067
1524837434756131887,0.0,0.0,0.000189392420368,0.999999982065
1524837434778054952,0.0,0.0,0.000189396599978,0.999999982064
1524837434809828042,0.0,0.0,0.00018940533034,0.999999982063
1524837434827379941,0.0,0.0,0.000189408866255,0.999999982062
1524837434860662937,0.0,0.0,0.000189414296533,0.999999982061
1524837434881906032,0.0,0.0,0.000189418562992,0.99999998206
1524837434909921884,0.0,0.0,0.000189428281586,0.999999982058
1524837434927997112,0.0,0.0,0.000189432951658,0.999999982058
1524837434953578948,0.0,0.0,0.000189437378322,0.999999982057
1524837434980879068,0.0,0.0,0.000189439727986,0.999999982056
1524837435015500068,0.0,0.0,0.000189456128335,0.999999982053
1524837435030294895,0.0,0.0,0.000189463820827,0.999999982052
1524837435053915977,0.0,0.0,0.000189467560521,0.999999982051
1524837435086081981,0.0,0.0,0.000189477360079,0.999999982049
1524837435110287904,0.0,0.0,0.000189495982991,0.999999982046
1524837435128833055,0.0,0.0,0.000189500169634,0.999999982045
1524837435163095951,0.0,0.0,0.000189515617445,0.999999982042
1524837435180934906,0.0,0.0,0.000189523991464,0.99999998204
1524837435208647012,0.0,0.0,0.00018953917611,0.999999982037
1524837435229381084,0.0,0.0,0.000189542929538,0.999999982037
1524837435258361101,0.0,0.0,0.000189560054148,0.999999982033
1524837435283293962,0.0,0.0,0.000189563540967,0.999999982033
1524837435304064035,0.0,0.0,0.000189565792219,0.999999982032
1524837435345160007,0.0,0.0,0.000189579585324,0.99999998203
1524837435357985973,0.0,0.0,0.000189584067085,0.999999982029
1524837435383011102,0.0,0.0,0.000189597498261,0.999999982026
1524837435404386997,0.0,0.0,0.00018959950479,0.999999982026
1524837435433310031,0.0,0.0,0.000189606700721,0.999999982025
1524837435457376003,0.0,0.0,0.000189610508265,0.999999982024
1524837435481807947,0.0,0.0,0.000189612851171,0.999999982023
1524837435508359909,0.0,0.0,0.000189615391019,0.999999982023
1524837435536197900,0.0,0.0,0.000189617756848,0.999999982023
1524837435557240009,0.0,0.0,0.000189622023424,0.999999982022
1524837435587160110,0.0,0.0,0.000189625121566,0.999999982021
1524837435604731082,0.0,0.0,0.000189626422565,0.999999982021
1524837435640017986,0.0,0.0,0.000189631307292,0.99999998202
1524837435663944959,0.0,0.0,0.000189635879714,0.999999982019
1524837435680088996,0.0,0.0,0.000189638504368,0.999999982019
1524837435713354110,0.0,0.0,0.000189643638561,0.999999982018
1524837435733217954,0.0,0.0,0.000189646203823,0.999999982017
1524837435761445045,0.0,0.0,0.000189653173382,0.999999982016
1524837435783888101,0.0,0.0,0.000189657576092,0.999999982015
1524837435808871030,0.0,0.0,0.000151534686341,0.999999988519
1524837435836143016,0.0,0.0,0.000151537659235,0.999999988518
1524837435855710029,0.0,0.0,0.000151540437066,0.999999988518
1524837435891499042,0.0,0.0,0.000151556677291,0.999999988515
1524837435915297031,0.0,0.0,4.3896781474e-05,0.999999999037
1524837435932606935,0.0,0.0,4.3903853805e-05,0.999999999036
1524837435961921930,0.0,0.0,4.39113759083e-05,0.999999999036
1524837435981408119,0.0,0.0,4.39151688059e-05,0.999999999036
1524837436020127058,0.0,0.0,4.39277816382e-05,0.999999999035
1524837436038475990,0.0,0.0,-0.000112403405173,0.999999993683
1524837436061682939,0.0,0.0,-0.000112394138441,0.999999993684
1524837436086028099,0.0,0.0,-0.000112385490216,0.999999993685
1524837436107568025,0.0,0.0,-0.000112383624412,0.999999993685
1524837436138070106,0.0,0.0,-0.000112374375502,0.999999993686
1524837436167237043,0.0,0.0,-0.000112362903195,0.999999993687
1524837436186353921,0.0,0.0,-5.33251264821e-05,0.999999998578
