%time;field.header.seq;field.header.stamp;field.header.frame_id;field.pose.pose.position.x;field.pose.pose.position.y;field.pose.pose.position.z;field.pose.pose.orientation.x;field.pose.pose.orientation.y;field.pose.pose.orientation.z;field.pose.pose.orientation.w;field.pose.covariance0;field.pose.covariance1;field.pose.covariance2;field.pose.covariance3;field.pose.covariance4;field.pose.covariance5;field.pose.covariance6;field.pose.covariance7;field.pose.covariance8;field.pose.covariance9;field.pose.covariance10;field.pose.covariance11;field.pose.covariance12;field.pose.covariance13;field.pose.covariance14;field.pose.covariance15;field.pose.covariance16;field.pose.covariance17;field.pose.covariance18;field.pose.covariance19;field.pose.covariance20;field.pose.covariance21;field.pose.covariance22;field.pose.covariance23;field.pose.covariance24;field.pose.covariance25;field.pose.covariance26;field.pose.covariance27;field.pose.covariance28;field.pose.covariance29;field.pose.covariance30;field.pose.covariance31;field.pose.covariance32;field.pose.covariance33;field.pose.covariance34;field.pose.covariance35
242374000000;18;242374000000;map;3.35228349484;-0.0625403372994;0.0;0.0;0.0;-0.00173208692896;0.999998499936;0.000111767575762;1.86906926508e-05;0.0;0.0;0.0;0.0;1.86906926508e-05;0.000210023757897;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000273244769571
242777000000;19;242777000000;map;3.55734986387;-0.05860950537;0.0;0.0;0.0;-0.000833585962819;0.999999652567;0.000132108400416;-1.75114146458e-05;0.0;0.0;0.0;0.0;-1.75114146457e-05;5.82295416988e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000462610481525
243183000000;20;243183000000;map;3.76378788678;-0.0576635034896;0.0;0.0;0.0;0.00210055487026;0.999997793832;0.000120067660182;-8.17914080017e-05;0.0;0.0;0.0;0.0;-8.17914080017e-05;0.000100174089644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000810111564636
243587000000;21;243587000000;map;3.96825898159;-0.0601892580265;0.0;0.0;0.0;0.000870469473577;0.999999621141;7.1108334307e-05;-4.05116521414e-05;0.0;0.0;0.0;0.0;-4.05116521414e-05;0.000142734334071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00154238838419
243990000000;22;243990000000;map;4.16755652528;-0.0571202712007;0.0;0.0;0.0;0.00108167568722;0.999999414989;7.22584703823e-05;-5.28787196197e-05;0.0;0.0;0.0;0.0;-5.28787196197e-05;0.000353291671912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00146396817677
244398000000;23;244398000000;map;4.37218131039;-0.053776574554;0.0;0.0;0.0;0.00239967420958;0.999997120778;0.000109667798611;-6.42993891177e-05;0.0;0.0;0.0;0.0;-6.42993891177e-05;0.000610420040415;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00111570408056
244799000000;24;244799000000;map;4.56835490747;-0.0414994389915;0.0;0.0;0.0;0.00473095186839;0.999988808985;0.000156875748239;-0.00010064534179;0.0;0.0;0.0;0.0;-0.00010064534179;0.000896209514718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00106225651669
245202000000;25;245202000000;map;4.77075721766;-0.0287483214468;0.0;0.0;0.0;0.00705370163223;0.999975122337;0.000246174486275;-0.000305766290949;0.0;0.0;0.0;0.0;-0.000305766290949;0.000860260422712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000712252776046
245605000000;26;245605000000;map;4.96998258724;-0.0242591851543;0.0;0.0;0.0;0.00726301662022;0.999973623947;0.000236347338269;-0.000252046981387;0.0;0.0;0.0;0.0;-0.000252046981387;0.00102014202541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00063140552811
246024000000;27;246024000000;map;5.17872971372;-0.0201989793915;0.0;0.0;0.0;0.0061594888275;0.999981030169;0.000260382395378;-0.000313082131786;0.0;0.0;0.0;0.0;-0.000313082131786;0.00136808224183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000872411676809
246427000000;28;246427000000;map;5.3811467815;-0.0103208059778;0.0;0.0;0.0;0.00677781170177;0.99997703037;0.00028893128998;-0.000341916036389;0.0;0.0;0.0;0.0;-0.000341916036389;0.00168029656135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00102180479849
246828000000;29;246828000000;map;5.57961566371;-0.00618565050107;0.0;0.0;0.0;0.0036027282307;0.999993510154;0.000284625299699;-0.000340924506351;0.0;0.0;0.0;0.0;-0.000340924506351;0.00174832704348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000905733988756
