%time,field.x,field.y,field.z
1524842709424529075,5.99998306454,5.59967488904,0.132273092614
1524842709424917936,5.99998306455,5.59967482302,0.132273092619
1524842709424992084,5.99998306455,5.599674757,0.132273092625
1524842709425056934,5.99998306455,5.59967469098,0.13227309263
1524842709426147937,5.99998306455,5.59967462496,0.132273092635
1524842709426516056,5.99998306456,5.59967455894,0.132273092641
1524842709426754951,5.99998306456,5.59967449292,0.132273092646
1524842709426954030,5.99998306456,5.5996744269,0.132273092652
1524842709427145004,5.99998306456,5.59967436088,0.132273092657
1524842709427472114,5.99998306456,5.59967429486,0.132273092662
1524842709427716970,5.99998306457,5.59967422884,0.132273092668
1524842709432234048,5.99998306457,5.59967416282,0.132273092673
1524842709433893918,5.99998306457,5.5996740968,0.132273092679
1524842709434830904,5.99998306457,5.59967403078,0.132273092684
1524842709436506986,5.99998306458,5.59967396476,0.132273092689
1524842709437011957,5.99998306458,5.59967389874,0.132273092695
1524842709456469058,5.99998306458,5.59967383273,0.1322730927
1524842709456568002,5.99998306458,5.59967376671,0.132273092705
1524842709456619024,5.99998306459,5.59967370069,0.132273092711
1524842709456656932,5.99998306459,5.59967363467,0.132273092716
1524842709527966976,5.99998306459,5.59967356865,0.132273092721
1524842709572822093,5.99998306459,5.59967350263,0.132273092727
1524842709610469102,5.9999830646,5.59967343661,0.132273092732
1524842709656048059,5.9999830646,5.59967337059,0.132273092737
1524842709689457893,5.9999830646,5.59967330458,0.132273092743
1524842709695400953,5.9999830646,5.59967323856,0.132273092748
1524842709725095033,5.9999830646,5.59967317254,0.132273092753
1524842709733150005,5.99998306461,5.59967310652,0.132273092759
1524842709760884046,5.99998306461,5.5996730405,0.132273092764
1524842709768799066,5.99998306461,5.59967297448,0.132273092769
1524842709797992944,5.99998306461,5.59967290847,0.132273092774
1524842709799426078,5.99998306462,5.59967284245,0.13227309278
1524842709825892925,5.99998306462,5.59967277643,0.132273092785
1524842709828670024,5.99998298709,5.59940458663,0.13227303253
1524842709829056978,5.99998280147,5.59746070227,0.132273035228
1524842709885792970,5.99998241088,5.59364175457,0.132273036723
1524842709895812988,5.9999818213,5.58794779663,0.132273037232
1524842709903552055,5.999981035,5.58037883415,0.132273037433
1524842709903908967,5.99998005302,5.57093486923,0.132273037558
1524842709944669961,5.9999788759,5.55961590255,0.132273037693
1524842709950114965,5.99997750397,5.54642193432,0.132273037882
1524842709970753908,5.99997593752,5.53135296455,0.132273038154
1524842709994731903,5.99997417686,5.51440899323,0.132273038532
1524842710047523975,5.99997222234,5.49559002036,0.13227303904
1524842710047944068,5.99997007434,5.47489604597,0.132273039698
1524842710069335937,5.99996773329,5.45232707013,0.132273040525
1524842710114253044,5.99996523755,5.42792041095,0.132273104971
1524842710119246959,5.99996269218,5.40292011783,0.132273095579
1524842710144584894,5.99996018395,5.37792002575,0.13227309334
1524842710197702884,5.99995769752,5.35291994913,0.132273092526
1524842710222091913,5.9999552198,5.32791987954,0.132273092183
1524842710225025892,5.99995274572,5.30291981399,0.132273091996
1524842710247313022,5.99995027323,5.27791975136,0.132273091863
1524842710270786046,5.99994780135,5.25291969121,0.132273091754
1524842710297794103,5.99994532944,5.22791963327,0.132273091658
1524842710325547933,5.99994285699,5.20291957731,0.132273091575
1524842710374756097,5.99994038355,5.17791952307,0.132273091504
1524842710410060882,5.99993790869,5.15291947029,0.132273091448
1524842710410275936,5.99993543203,5.12791941864,0.132273091408
1524842710420623064,5.99993295323,5.10291936778,0.132273091384
1524842710446221113,5.999930472,5.07791931738,0.132273091378
1524842710470844030,5.9999279881,5.05291926706,0.132273091389
1524842710494513034,5.99992550135,5.02791921646,0.132273091418
1524842710565335035,5.99992301167,5.00291916521,0.132273091464
1524842710565459012,5.99992051899,4.97791911298,0.132273091525
1524842710567364931,5.99991802335,4.95291905944,0.132273091601
1524842710620760917,5.99991552485,4.9279190043,0.13227309169
1524842710629316091,5.99991302365,4.90291894731,0.13227309179
1524842710650753974,5.99991051997,4.87791888825,0.132273091898
1524842710672519922,5.9999080141,4.85291882696,0.132273092014
1524842710717910051,5.99990550637,4.82791876332,0.132273092132
1524842710724294900,5.99990299714,4.80291869727,0.132273092252
1524842710766412973,5.99990048684,4.77791862881,0.132273092371
1524842710767366886,5.9998979759,4.75291855798,0.132273092486
1524842710798733949,5.99989546476,4.7279184849,0.132273092594
1524842710820560932,5.99989295388,4.70291840971,0.132273092693
1524842710843786001,5.99989044371,4.67791833262,0.132273092781
1524842710871371030,5.99988793467,4.65291825388,0.132273092857
1524842710897620916,5.99988542719,4.62791817378,0.132273092918
1524842710919533014,5.99988292163,4.60291809262,0.132273092963
1524842710993506908,5.99988041831,4.57791801075,0.132273092992
1524842710993891954,5.99987791752,4.55291792852,0.132273093003
1524842710997309923,5.99987541947,4.52791784631,0.132273092997
1524842711057996034,5.99987292432,4.50291776447,0.132273092974
1524842711058522939,5.99987043216,4.47791768336,0.132273092934
1524842711072540998,5.99986794302,4.45291760333,0.132273092879
1524842711125514030,5.99986545685,4.42791752468,0.13227309281
1524842711125629901,5.99986297353,4.4029174477,0.132273092728
1524842711147468090,5.99986049289,4.37791737263,0.132273092636
1524842711169291973,5.99985801469,4.35291729968,0.132273092536
1524842711194509029,5.99985553863,4.32791722899,0.132273092429
1524842711225204944,5.99985306437,4.30291716068,0.132273092319
1524842711269054889,5.99985059152,4.27791709478,0.132273092208
1524842711301523923,5.99984811967,4.25291703128,0.1322730921
1524842711326339960,5.99984564838,4.22791697013,0.132273091995
1524842711326812028,5.99984317719,4.20291691121,0.132273091898
